,music,singer,music_id,release_date,category,music_like,comment_count,within 7days,ost,rank_count
2132,ambition and vision,도끼,30326849,2017-03-28,랩/힙합,13262,117,1,0,1
2133,really really,위너,30341745,2017-04-04,댄스,251651,2261,1,0,72
2134,사랑이 잘,아이유,30349593,2017-04-07,R&B/Soul,236822,515,1,0,32
2135,make me love you,태연,30343207,2017-04-05,R&B/Soul,71169,266,1,0,8
2136,fool,위너,30341746,2017-04-04,발라드,79084,504,1,0,6
2137,코끼리,개코,30340879,2017-04-05,랩/힙합,30611,209,1,0,2
2138,컬러링북,오마이걸,30338500,2017-04-03,댄스,41216,287,1,0,1
2139,고속,기리보이,30341023,2017-04-04,랩/힙합,30623,101,1,0,1
2140,i blame on you,태연,30343216,2017-04-05,발라드,31315,198,1,0,1
2141,curtain call,태연,30343222,2017-04-05,록/메탈,32683,214,1,0,1
2142,봄바람,"이문세,하이라이트",30336090,2017-04-02,록/메탈,15393,117,1,0,1
2143,비처럼 fall in love,홍대광,30343191,2017-04-05,발라드,8419,38,1,0,1
2144,장난 아닌데,day6,30345502,2017-04-06,록/메탈,51024,242,1,0,1
2145,그대가 나를 본다면,반하나,4636238,2014-05-09,발라드,48208,65,0,0,5
2146,바람이 불었으면 좋겠어,길구봉구,4383833,2014-01-03,발라드,126400,110,1,0,39
2147,사랑에 빠진 걸까요,브로맨스,30335300,2017-03-31,발라드,18969,59,1,1,1
2148,너란 봄,정은지,30351579,2017-04-10,포크/블루스,58655,254,1,0,9
2149,she s a baby,지코,30355842,2017-04-13,R&B/Soul,80106,415,1,0,15
2150,낮보다는 밤,exid,30349960,2017-04-10,댄스,41532,186,1,0,8
2151,바래다줄게,백현,30367190,2017-04-14,발라드,116617,600,1,0,7
2152,blue moon,"효린,창모",30367365,2017-04-14,댄스,193004,721,1,0,26
2153,처음 느껴본 이별,정은지,30351580,2017-04-10,포크/블루스,14161,42,1,0,1
2154,pattern,이해리,30351586,2017-04-19,발라드,9783,46,0,0,2
2155,어른이 된다는 게,김나영,30351689,2017-04-11,발라드,32471,76,1,0,1
2156,something just like this,"thechainsmokers,coldplay",30365941,2017-04-14,랩/힙합,23583,56,1,0,51
2157,연애중,박정현,30359770,2017-04-12,R&B/Soul,3361,22,1,0,1
2158,재밌어,틴탑,30353750,2017-04-10,댄스,9166,101,1,0,1
2159,소녀의 소년,정은지,30351581,2017-04-10,포크/블루스,11117,65,1,0,1
2160,소주 한 잔,이해리,30351084,2017-04-09,발라드,11964,47,1,0,1
2161,말버릇,"kcm,지아",30364530,2017-04-13,발라드,3595,20,1,0,1
2162,팔레트,아이유,30378156,2017-04-21,R&B/Soul,284144,1337,1,0,56
2163,이 지금,아이유,30378155,2017-04-21,발라드,189741,769,1,0,18
2164,이런 엔딩,아이유,30378157,2017-04-21,발라드,200365,970,1,0,15
2165,이름에게,아이유,30378164,2017-04-21,발라드,219737,1043,1,0,11
2166,잼잼,아이유,30378159,2017-04-21,댄스,105238,497,1,0,10
2167,black out,아이유,30378160,2017-04-21,댄스,66219,312,1,0,6
2168,마침표,아이유,30378161,2017-04-21,발라드,68849,375,1,0,4
2169,그렇게 사랑은,아이유,30378163,2017-04-21,발라드,47434,216,1,0,3
2170,미운 날,이해리,30377415,2017-04-19,발라드,18282,57,1,0,3
2171,always,에이핑크,30374809,2017-04-19,발라드,14906,102,1,0,1
2172,니나노,공민지,30367350,2017-04-17,댄스,5901,41,1,0,1
2173,나야 나,produce101,30294022,2017-03-09,댄스,101432,940,0,0,22
2174,봄날의 소나기,예성,30372574,2017-04-18,발라드,15385,137,1,0,1
2175,나랑 사귈래,다이아,30374831,2017-04-19,댄스,37428,206,1,0,1
2176,그 사람이 너라서,박형식,30366898,2017-04-15,발라드,12126,89,1,1,1
2177,월화수목금토일,청하,30380951,2017-04-21,발라드,17098,116,1,0,1
2178,아주 오래된 기억,백예린,30367640,2017-04-15,발라드,39164,108,1,1,1
2179,fix you,coldplay,30368295,2017-04-17,랩/힙합,6090,57,1,0,1
2180,tomboy,혁오,30383949,2017-04-24,"인디음악, 록/메탈",212789,620,1,0,21
2181,오늘 취하면,수란,30390068,2017-04-27,R&B/Soul,232083,1299,1,0,44
2182,아프지 마요,젝스키스,30394259,2017-04-28,발라드,37363,325,1,0,7
2183,슬픈 노래,젝스키스,30394260,2017-04-28,댄스,19633,143,1,0,3
2184,가죽자켓,혁오,30383948,2017-04-24,"인디음악, 록/메탈",22047,69,1,0,3
2185,lonely,종현,30383758,2017-04-24,R&B/Soul,238756,6009,1,0,18
2186,at the end,이창섭,30383982,2017-04-24,발라드,61617,673,1,0,2
2187,die alone,혁오,30383953,2017-04-24,"인디음악, 록/메탈",24861,110,1,0,1
2188,tokyo inn,혁오,30383947,2017-04-24,"인디음악, 록/메탈",11685,62,1,0,1
2189,paul,혁오,30383956,2017-04-24,"인디음악, 록/메탈",51237,219,1,0,1
2190,burning youth,혁오,30383946,2017-04-24,"인디음악, 록/메탈",6444,32,1,0,1
2191,2002worldcup,혁오,30383950,2017-04-24,"인디음악, 록/메탈",7124,46,1,0,1
2192,jesus lived in a motel room,혁오,30383951,2017-04-24,"인디음악, 록/메탈",9406,54,1,0,1
2193,wanli万里,혁오,30383952,2017-04-24,"인디음악, 록/메탈",6712,49,1,0,1
2194,surf boy,혁오,30383957,2017-04-24,"인디음악, 록/메탈",11489,61,1,0,1
2195,지정석,혁오,30383954,2017-04-24,"인디음악, 록/메탈",7224,46,1,0,1
2196,simon,혁오,30383955,2017-04-24,"인디음악, 록/메탈",7674,39,1,0,1
2197,널 마주한 순간,범키,30386296,2017-04-25,R&B/Soul,12681,26,1,0,1
2198,그대로일까,용준형,30394657,2017-05-02,R&B/Soul,25530,206,1,0,3
2199,"지금, 우리",러블리즈,30395923,2017-05-02,댄스,56001,791,1,0,4
2200,미치고 싶다,한동근,30399360,2017-05-05,발라드,79007,184,1,0,24
2201,fly away,권진아,30393717,2017-05-02,R&B/Soul,44149,136,1,0,2
2202,see you again,"charlieputh,wizkhalifa",30398447,2017-05-04,발라드,18717,87,0,0,24
2203,365 fresh,트리플h,30392907,2017-05-01,댄스,27862,147,1,0,1
2204,사랑 좀 하고 싶어,헨리,30395077,2017-04-29,R&B/Soul,15180,97,1,0,1
2205,지나친 사랑은 해로워,용준형,30392481,2017-05-02,R&B/Soul,13102,61,1,0,1
2206,i luv it,싸이,30403589,2017-05-10,댄스,78528,297,1,0,19
2207,new face,싸이,30403590,2017-05-10,댄스,97434,211,1,0,23
2208,맞지,언니쓰,30408193,2017-05-12,댄스,95048,736,1,0,16
2209,love,싸이,30403592,2017-05-10,댄스,15720,120,1,0,5
2210,마지막 장면,싸이,30403591,2017-05-10,발라드,39320,168,1,0,7
2211,bomb,싸이,30403593,2017-05-10,댄스,15528,197,1,0,5
2212,팩트폭행,싸이,30403595,2017-05-10,랩/힙합,20332,296,1,0,4
2213,오토리버스,싸이,30403598,2017-05-10,댄스,8804,122,1,0,2
2214,dejavu,비와이,30403070,2017-05-10,랩/힙합,19287,147,1,0,2
2215,we are young,싸이,30403594,2017-05-10,댄스,4111,25,1,0,2
2216,기댈곳,싸이,30403597,2017-05-10,발라드,44617,180,1,0,2
2217,rock will never die,싸이,30403596,2017-05-10,록/메탈,3136,31,1,0,1
2218,랄랄라 송,언니쓰,30408194,2017-05-12,댄스,14659,151,1,0,3
2219,남자라 울지 못했어,양요섭,30399523,2017-05-10,발라드,17381,97,1,1,1
2220,signal,twice,30413326,2017-05-15,댄스,123599,2197,1,0,22
2221,처음부터 너와 나,볼빨간사춘기,30414090,2017-05-17,발라드,177300,343,1,1,40
2222,도원경,빅스,30413431,2017-05-15,댄스,48948,698,1,0,3
2223,문득,로이킴,30414362,2017-05-16,발라드,39720,139,1,0,4
2224,혼자,어반자카파,30419668,2017-05-19,발라드,43256,80,1,0,8
2225,"그러나, 밤",이수,30416232,2017-05-16,발라드,16144,135,1,0,2
2226,이기주의보,로이킴,30414360,2017-05-16,발라드,17575,81,1,0,2
2227,그대 내게 말하길,임창정,30417267,2017-05-17,발라드,6176,34,1,0,1
2228,only 너,twice,30413328,2017-05-15,댄스,17816,164,1,0,1
2229,하루에 세번,twice,30413327,2017-05-15,발라드,16179,75,1,0,1
2230,be there,cheeze,30421827,2017-05-18,"발라드, 인디음악",35871,63,1,0,2
2231,someone like me,twice,30413331,2017-05-15,발라드,18117,131,1,0,1
2232,hold me tight,twice,30413329,2017-05-15,댄스,14559,74,1,0,1
2233,예뻐서 그래,로이킴,30414361,2017-05-16,발라드,8382,25,1,0,1
2234,eye eye eyes,twice,30413330,2017-05-15,댄스,14845,76,1,0,1
2235,모해,산이,30431400,2017-05-23,랩/힙합,25426,135,1,0,5
2236,울고 싶지 않아,세븐틴,30428238,2017-05-22,댄스,147392,1607,1,0,9
2237,지나쳐,로꼬,30428511,2017-05-25,랩/힙합,62679,142,1,0,10
2238,다시 만나는 날,규현,30434161,2017-05-24,발라드,52020,248,1,0,4
2239,bling bling,ikon,30427693,2017-05-22,랩/힙합,30173,391,1,0,1
2240,벌떼,ikon,30427694,2017-05-22,랩/힙합,25568,223,1,0,1
2241,잠시나마,황치열,30429606,2017-05-24,발라드,12327,131,1,1,1
2242,남자의 정석,거미,30425380,2017-05-22,랩/힙합,1652,22,1,0,1
2243,입버릇,세븐틴,30428239,2017-05-22,발라드,51567,184,1,0,1
2244,인기가요,창모,30433118,2017-05-24,랩/힙합,18168,113,1,0,1
2245,swimming fool,세븐틴,30428241,2017-05-22,댄스,51533,183,1,0,1
2246,crazy in love,세븐틴,30428243,2017-05-22,댄스,51922,147,1,0,1
2247,da da da,로꼬,30428514,2017-05-25,랩/힙합,16160,54,1,0,1
2248,lonely,씨스타,30447547,2017-05-31,R&B/Soul,61568,271,1,0,13
2249,calling you,하이라이트,30442480,2017-05-29,댄스,68586,516,1,0,9
2250,달콤한 빈말,백아연,30442275,2017-05-29,발라드,33735,103,1,0,6
2251,never,국민의아들,30453635,2017-06-03,댄스,153313,3293,1,0,17
2252,사랑앓이,ftisland,1649188,2007-06-08,록/메탈,57859,159,0,0,14
2253,oh little girl,슬레이트,30453634,2017-06-03,댄스,94272,1658,1,0,9
2254,열어줘,knock,30453633,2017-06-03,댄스,68101,1125,1,0,8
2255,질투가 나,백아연,30442277,2017-05-29,R&B/Soul,12477,54,1,0,2
2256,하루종일,jazzyfact,30441016,2017-05-29,랩/힙합,31198,197,1,0,1
2257,show time,its,30442481,2017-05-29,록/메탈,34676,283,1,0,4
2258,i know you know,월하소년,30453632,2017-06-03,댄스,36326,922,1,0,4
2259,어땠을까,싸이,3853980,2012-07-15,랩/힙합,151070,255,0,0,13
2260,1 1 0,수란,30453406,2017-06-02,R&B/Soul,27381,120,1,0,3
2261,for you,씨스타,30447548,2017-05-31,발라드,6446,47,1,0,1
2262,나랑 아니면,검정치마,30444666,2017-05-30,"인디음악, 록/메탈",116638,538,1,0,1
2263,cross the street,jazzyfact,30441015,2017-05-29,랩/힙합,17301,148,1,0,1
2264,fancy shoes,정일훈,30444777,2017-05-30,댄스,23919,310,1,0,1
2265,journey,jazzyfact,30441014,2017-05-29,랩/힙합,13072,133,1,0,1
2266,넘어져라,백아연,30442279,2017-05-29,발라드,9984,55,1,0,1
2267,어떨까 넌,cheeze,30445963,2017-05-31,발라드,24577,67,1,1,2
2268,연락이 없으면,백아연,30442276,2017-05-29,R&B/Soul,5664,19,1,0,1
2269,young knight,jazzyfact,30441017,2017-05-29,랩/힙합,6571,46,1,0,1
2270,무제,gdragon,30461396,2017-06-08,R&B/Soul,251825,1810,1,0,31
2271,super star,gdragon,30461395,2017-06-08,랩/힙합,50445,450,1,0,7
2272,개소리,gdragon,30461394,2017-06-08,랩/힙합,41291,457,1,0,8
2273,intro  권지용,gdragon,30461393,2017-06-08,랩/힙합,30963,315,1,0,3
2274,outro  신곡,gdragon,30461397,2017-06-08,R&B/Soul,25834,230,1,0,3
2275,why don t you know,청하,30457690,2017-06-07,댄스,149073,768,1,0,21
2276,다라다,"휘인,제프버넷,비오",30456119,2017-06-05,발라드,10916,55,1,0,1
2277,wind,ftisland,30457517,2017-06-07,록/메탈,31417,242,1,0,1
2278,happy,우주소녀,30459036,2017-06-07,댄스,34454,193,1,0,1
2279,내가 사랑할 사람,케이윌,30459247,2017-06-08,발라드,5836,25,1,1,1
2280,party,sikk,30454213,2017-06-05,랩/힙합,76652,250,1,0,1
2281,반드시 웃는다,day6,30457472,2017-06-07,록/메탈,41522,264,1,0,1
2282,남이 될 수 있을까,"볼빨간사춘기,스무살",30468654,2017-06-13,"인디음악, 포크/블루스",201292,468,1,0,40
2283,좋아한다 안 한다,태일,30465044,2017-06-12,R&B/Soul,33345,207,1,0,3
2284,매일 듣는 노래,황치열,30467550,2017-06-13,발라드,174330,1336,1,0,42
2285,이 자리에,produce101,30478323,2017-06-17,댄스,62282,572,1,0,4
2286,hands on me,produce101,30478321,2017-06-17,댄스,56820,574,1,0,5
2287,알듯 말듯해,"서은광,임현식,육성재",30512494,2017-07-10,국내드라마,12620,34,0,0,5
2288,잘해준 것 밖에 없는데,벤,30464586,2017-06-11,발라드,11681,39,1,0,1
2289,super hot,produce101,30478322,2017-06-17,댄스,44632,361,1,0,5
2290,cherry bomb,nct127,30470845,2017-06-14,랩/힙합,91503,723,1,0,2
2291,여보세요,뉴이스트,4032981,2013-02-13,발라드,119687,1821,1,0,26
2292,휴게소,비와이,30636084,2017-09-17,랩/힙합,2030,26,0,0,1
2293,내 이름은,티아라,30470703,2017-06-14,댄스,16967,195,1,0,1
2294,dnd,존박,30464605,2017-06-14,R&B/Soul,10880,84,1,0,1
2295,쿵쾅대,에디킴,30459974,2017-06-09,R&B/Soul,7652,42,1,0,1
2296,나로 말할 것 같으면,마마무,30488202,2017-06-22,댄스,116029,782,1,0,18
2297,마지막처럼,blackpink,30481578,2017-06-22,댄스,236982,1312,1,0,67
2298,너야,슬옹,30488205,2017-06-22,댄스,36597,181,1,0,2
2299,finally,마마무,30488203,2017-06-22,댄스,17111,87,1,0,2
2300,구차해,마마무,30488204,2017-06-22,R&B/Soul,21462,275,1,0,2
2301,love paint,뉴이스트,9621300,2016-08-29,댄스,66224,563,0,0,1
2302,다라다,마마무,30488206,2017-06-22,R&B/Soul,15775,65,1,0,1
2303,달달해,벤,30481503,2017-06-20,R&B/Soul,7706,29,1,0,1
2304,굿모닝,케이시,30440287,2017-05-29,발라드,59027,144,0,1,6
2305,daybreak,뉴이스트,9621298,2016-08-29,댄스,67067,673,0,0,1
2306,널 너무 모르고,헤이즈,30492276,2017-06-26,랩/힙합,178690,437,1,0,35
2307,five,에이핑크,30492606,2017-06-26,댄스,78777,1032,1,0,15
2308,먹구름,헤이즈,30492279,2017-06-26,R&B/Soul,306321,1486,1,0,6
2309,young & free,"시우민,마크",30497189,2017-07-04,R&B/Soul,19103,215,1,0,2
2310,outside,크러쉬,30500918,2017-06-30,R&B/Soul,24555,269,1,0,5
2311,fruity,"효린,키썸",30495276,2017-06-29,댄스,22589,97,1,0,3
2312,아침에,양홍원,30495638,2017-06-28,랩/힙합,68655,524,1,0,12
2313,너라면 괜찮아,스탠딩에그,30497180,2017-06-28,"인디음악, 포크/블루스",24556,45,1,0,2
2314,camo,보아,30492281,2017-06-26,댄스,12001,110,1,0,1
2315,rainin  with u,헤이즈,30492278,2017-06-26,랩/힙합,12518,55,1,0,1
2316,eyes,에이핑크,30492608,2017-06-26,발라드,17012,161,1,0,1
2317,좋니,윤종신,30486509,2017-06-22,발라드,355713,1849,1,0,68
2318,오늘 밤,"보아,매드클라운",30490073,2017-06-23,랩/힙합,25458,79,1,1,1
2319,summer love,크러쉬,30497254,2017-06-30,R&B/Soul,13861,75,1,0,2
2320,콕콕,에이핑크,30492607,2017-06-26,댄스,10768,51,1,0,1
2321,come back home,방탄소년단,30505875,2017-07-04,랩/힙합,82921,767,1,0,1
2322,don t be shy,크러쉬,30504627,2017-07-06,발라드,18387,132,1,0,1
2323,공중도덕 3,superbee,30502054,2017-07-01,랩/힙합,16962,146,1,0,1
2324,따라가,김태우,30503959,2017-07-03,댄스,5950,54,1,0,1
2325,falling slowly,"이소라,유희열,윤도현",30501916,2017-07-03,발라드,8594,22,1,0,1
2326,빨간 맛,레드벨벳,30512671,2017-07-09,댄스,232480,2783,1,0,64
2327,artist,지코,30519033,2017-07-12,랩/힙합,136888,488,1,0,26
2328,anti,지코,30519034,2017-07-12,랩/힙합,44364,363,1,0,5
2329,you better know,레드벨벳,30512672,2017-07-09,댄스,67214,636,1,0,2
2330,fanxy child,지코,30519035,2017-07-12,랩/힙합,80918,452,1,0,13
2331,zoo,레드벨벳,30512673,2017-07-09,댄스,50009,507,1,0,1
2332,여름빛,레드벨벳,30512674,2017-07-09,댄스,28824,145,1,0,1
2333,바다가 들려,레드벨벳,30512675,2017-07-09,발라드,32423,307,1,0,1
2334,천재,지코,30519032,2017-07-12,랩/힙합,19822,106,1,0,2
2335,moai,어반자카파,30516543,2017-07-11,발라드,7248,40,1,0,1
2336,작두,딥플로우,5659728,2015-04-13,"랩/힙합, 인디음악",45700,169,0,0,5
2337,그냥 그래,one,30516540,2017-07-11,R&B/Soul,16538,103,1,0,1
2338,넌 왜,박보람,30521246,2017-07-13,R&B/Soul,8290,35,1,0,1
2339,선물,멜로망스,30514366,2017-07-10,"발라드, 인디음악",345139,847,1,0,80
2340,gucci,제시,30521566,2017-07-13,랩/힙합,23417,115,1,0,1
2341,ko ko bop,exo,30529996,2017-07-18,댄스,220048,6721,1,0,36
2342,dinosaur,akmu,30536155,2017-07-20,일렉트로니카,177830,749,1,0,16
2343,전야,exo,30529995,2017-07-18,R&B/Soul,145966,776,1,0,10
2344,what u do,exo,30529997,2017-07-18,일렉트로니카,100684,431,1,0,8
2345,기억을 걷는 밤,exo,30530002,2017-07-18,발라드,104019,517,1,0,7
2346,forever,exo,30529998,2017-07-18,댄스,101867,403,1,0,6
2347,너의 손짓,exo,30530000,2017-07-18,댄스,94962,245,1,0,4
2348,다이아몬드,exo,30529999,2017-07-18,랩/힙합,90520,185,1,0,4
2349,my darling,akmu,30536156,2017-07-20,댄스,33323,168,1,0,4
2350,내가 미쳐,exo,30530003,2017-07-18,댄스,91608,305,1,0,4
2351,소름,exo,30530001,2017-07-18,댄스,88869,245,1,0,4
2352,hola hola,kard,30526548,2017-07-17,R&B/Soul,76565,280,1,0,1
2353,여자여자해,정용화,30531854,2017-07-19,댄스,11805,132,1,0,1
2354,있잖아,폴킴,30536432,2017-07-21,발라드,136659,231,1,1,3
2355,있다면,뉴이스트w,30543235,2017-07-25,발라드,99403,2572,1,0,17
2356,사랑하지 않은 것처럼,버즈,30550293,2017-07-28,록/메탈,134769,1566,1,0,32
2357,sunday,groovyroom,30541905,2017-07-24,R&B/Soul,75496,229,1,0,3
2358,all of my life,박원,30550388,2017-07-27,발라드,246209,643,1,0,59
2359,good day,mxm,30548260,2017-07-27,댄스,30673,572,1,0,1
2360,어디쯤에,groovyroom,30541906,2017-07-24,댄스,51307,314,1,0,1
2361,그럴걸,김나영,30551005,2017-07-28,발라드,35794,73,1,1,4
2362,swimming,임현식,30541789,2017-07-24,록/메탈,31895,501,1,0,1
2363,부서진,넬,623079,2004-11-16,록/메탈,4475,18,0,0,1
2364,love me love me,위너,30558525,2017-08-01,댄스,89705,1467,1,0,11
2365,island,위너,30565335,2017-08-04,댄스,120964,886,1,0,5
2366,holiday,소녀시대,30565630,2017-08-04,댄스,63707,454,1,0,9
2367,n분의 1,"넉살,한해,조우찬,라이노",30566061,2017-08-05,랩/힙합,93005,1025,1,0,16
2368,"내일, 오늘",jjproject,30554135,2017-07-31,록/메탈,42957,643,1,0,1
2369,요즘것들,"행주,양홍원,hashswan,킬라그램",30566064,2017-08-05,랩/힙합,86864,1012,1,0,15
2370,도박,"jamezz,ness,주노플로,woodiegochild",30565629,2017-08-04,댄스,36694,265,1,0,5
2371,이분의 일 1 2,여자친구,30558527,2017-08-01,댄스,25624,200,1,0,1
2372,42  & 에스나,프라이머리,30555661,2017-07-31,댄스,14474,103,1,0,2
2373,젓가락,"매니악,블랙나인,에이솔,우원재",30558526,2017-08-01,댄스,14681,101,1,0,3
2374,식스틴,사무엘,30561014,2017-08-02,댄스,19635,250,1,0,1
2375,순간삭제,박경,30552714,2017-08-01,랩/힙합,10073,78,1,0,1
2376,오아시스,허각&에이핑크&victon,30559809,2017-08-03,댄스,13901,59,1,0,1
2377,to be one,wannaone,30568338,2017-08-07,댄스,288826,4732,1,0,5
2378,활활,wannaone,30568337,2017-08-07,댄스,149383,668,1,0,18
2379,이 자리에,wannaone,30568340,2017-08-07,발라드,100656,411,1,0,4
2380,어디,킬라그램,30576771,2017-08-12,랩/힙합,45700,544,1,0,9
2381,로비로모여,한해,30576772,2017-08-12,랩/힙합,17445,226,1,0,4
2382,한 편의 너,"양다일,도겸",30571177,2017-08-09,발라드,67559,397,1,0,1
2383,i don t like your girlfriend,위키미키,30569584,2017-08-08,댄스,20499,197,1,0,1
2384,darling,태양,30581595,2017-08-16,R&B/Soul,42525,357,1,0,6
2385,wake me up,태양,30581594,2017-08-16,R&B/Soul,23646,178,1,0,4
2386,부르는게 값이야,"넉살,조우찬",30588629,2017-08-19,랩/힙합,25807,363,1,0,5
2387,또,우원재,30588627,2017-08-19,랩/힙합,44879,547,1,0,7
2388,오늘밤,태양,30581600,2017-08-16,R&B/Soul,13268,192,1,0,1
2389,search,"행주,양홍원",30588628,2017-08-19,랩/힙합,36626,416,1,0,8
2390,텅빈도로,태양,30581598,2017-08-16,R&B/Soul,17096,128,1,0,1
2391,白夜,태양,30581593,2017-08-16,R&B/Soul,12728,197,1,0,1
2392,summer go loco,로꼬,30587636,2017-08-18,랩/힙합,20729,116,1,0,2
2393,환생,레드벨벳,30587671,2017-08-18,댄스,35706,151,1,0,2
2394,ride,태양,30581596,2017-08-16,R&B/Soul,7983,79,1,0,1
2395,naked,태양,30581599,2017-08-16,R&B/Soul,7928,83,1,0,1
2396,amazin,태양,30581597,2017-08-16,R&B/Soul,7477,75,1,0,1
2397,birthday,자메즈,30588626,2017-08-19,랩/힙합,13772,236,1,0,2
2398,eyes on me,junoflo,30588625,2017-08-19,랩/힙합,8505,184,1,0,2
2399,가시나,선미,30587846,2017-08-22,댄스,162471,644,1,0,37
2400,red sun,행주,30601121,2017-08-26,랩/힙합,72591,730,1,0,11
2401,필라멘트,넉살,30601123,2017-08-26,랩/힙합,42711,355,1,0,8
2402,너와 함께한 시간 속에서,헤이즈,30600543,2017-08-25,R&B/Soul,22168,74,1,0,2
2403,진자,우원재,30601119,2017-08-26,랩/힙합,24083,329,1,0,4
2404,비틀어,junoflo,30601122,2017-08-26,랩/힙합,17631,287,1,0,4
2405,vvip,조우찬,30601118,2017-08-26,랩/힙합,28734,343,1,0,3
2406,we like,pristin,30595326,2017-08-23,댄스,22227,123,1,0,1
2407,help,10cm,30602534,2017-08-28,"인디음악, 포크/블루스",56589,191,1,0,4
2408,베베,현아,30605241,2017-08-29,댄스,61499,271,1,0,15
2409,just u,"정세운,sikk",30609787,2017-08-31,R&B/Soul,56134,390,1,0,4
2410,right,프라이머리,30607341,2017-08-30,R&B/Soul,17004,60,1,0,3
2411,드라마,프라이머리,30607339,2017-08-30,R&B/Soul,22521,272,1,0,2
2412,말해,육성재,30607323,2017-08-30,발라드,35982,296,1,0,1
2413,move,우원재,30612159,2017-09-02,랩/힙합,29184,427,1,0,4
2414,툭,프라이머리,30607340,2017-08-30,R&B/Soul,14877,192,1,0,1
2415,whisper,빅스lr,30602517,2017-08-28,댄스,14226,126,1,0,1
2416,what lovers do,maroon5,30611680,2017-09-01,"인디음악, 포크/블루스",216771,268,1,0,19
2417,마중,프라이머리,30607343,2017-08-30,R&B/Soul,17384,137,1,0,1
2418,bestdriverz,행주,30612158,2017-09-02,랩/힙합,10775,117,1,0,2
2419,바다를 나는 거북이,정세운,30609788,2017-08-31,R&B/Soul,21724,160,1,0,1
2420,miracle,정세운,30609789,2017-08-31,R&B/Soul,22087,160,1,0,1
2421,오해는 마,정세운,30609792,2017-08-31,R&B/Soul,20085,153,1,0,1
2422,천상꾼,넉살,30612157,2017-09-02,랩/힙합,7514,113,1,0,2
2423,one sun,한해,30601120,2017-08-26,랩/힙합,5086,99,1,0,1
2424,허쉬,프라이머리,30607344,2017-08-30,R&B/Soul,11310,235,1,0,1
2425,시차,우원재,30613202,2017-09-04,랩/힙합,344561,2535,1,0,56
2426,power,exo,30616684,2017-09-05,댄스,162183,2044,1,0,19
2427,sweet lies,exo,30616685,2017-09-05,R&B/Soul,79146,307,1,0,2
2428,부메랑,exo,30616689,2017-09-05,댄스,77567,185,1,0,2
2429,red carpet,비와이,30612083,2017-09-03,랩/힙합,11163,123,1,0,1
2430,what you like,이기광,30612428,2017-09-04,R&B/Soul,28457,314,1,0,1
2431,i m the one,mxm,30617869,2017-09-06,댄스,24419,551,1,0,1
2432,reborn,"박재범,doublek,boib",30612160,2017-09-02,랩/힙합,8349,194,1,0,2
2433,i loved you,day6,30617942,2017-09-06,록/메탈,64142,445,1,0,1
2434,돌리고,행주,30612161,2017-09-02,랩/힙합,7224,345,1,0,1
2435,pet,10cm,30611679,2017-09-01,"인디음악, 포크/블루스",86480,210,1,0,1
2436,제주도의 푸른 밤,소유,30614057,2017-09-07,발라드,7628,37,1,0,1
2437,여름비,여자친구,30630736,2017-09-13,댄스,61389,1059,1,0,5
2438,사랑해,바비,30633539,2017-09-14,일렉트로니카,41141,405,1,0,3
2439,too good at goodbyes,samsmith,30628813,2017-09-12,"인디음악, 포크/블루스",20769,46,1,0,6
2440,runaway,바비,30633540,2017-09-14,랩/힙합,26540,271,1,0,1
2441,look what you made me do,taylorswift,30764925,2017-12-01,"발라드, 인디음악",993,2,0,0,1
2442,마니또,정은지,30623446,2017-09-09,발라드,12117,82,1,0,1
2443,가을 아침,아이유,30636089,2017-09-22,포크/블루스,295992,2135,1,0,29
2444,dna,방탄소년단,30637982,2017-09-18,랩/힙합,373201,5879,1,0,82
2445,잠 못 드는 밤 비는 내리고,아이유,30646585,2017-09-22,발라드,150802,587,1,0,18
2446,best of me,방탄소년단,30637983,2017-09-18,랩/힙합,190601,1770,1,0,11
2447,특별해,젝스키스,30644815,2017-09-21,랩/힙합,33174,283,1,0,7
2448,보조개,방탄소년단,31266299,2018-08-24,랩/힙합,90047,166,0,0,4
2449,비밀의 화원,아이유,30646584,2017-09-22,발라드,183887,930,1,0,10
2450,매일 그대와,아이유,30646588,2017-09-22,포크/블루스,68882,175,1,0,6
2451,pied piper,방탄소년단,30637985,2017-09-18,랩/힙합,168478,1673,1,0,4
2452,고민보다 go,방탄소년단,30637988,2017-09-18,랩/힙합,213031,1152,1,0,31
2453,mic drop,방탄소년단,30637987,2017-09-18,랩/힙합,212998,1303,1,0,29
2454,intro   serendipity,방탄소년단,30637981,2017-09-18,랩/힙합,129278,825,1,0,3
2455,어젯밤 이야기,아이유,30646586,2017-09-22,댄스,58284,197,1,0,6
2456,outro   her,방탄소년단,30637989,2017-09-18,랩/힙합,115721,831,1,0,3
2457,개여울,아이유,30646587,2017-09-22,발라드,43779,263,1,0,3
2458,이 별,길구봉구,30637776,2017-09-18,발라드,170821,308,1,0,58
2459,skit   billboard music awards speech,방탄소년단,30637986,2017-09-18,랩/힙합,79200,267,1,0,1
2460,웃어줘,젝스키스,30644817,2017-09-21,발라드,15669,71,1,0,2
2461,이제 겨우 하루,서은광,30636733,2017-09-19,발라드,33888,446,1,0,1
2462,my star,비와이,30636086,2017-09-17,랩/힙합,25859,275,1,0,1
2463,어떻게,류준열,30644808,2017-09-21,발라드,17938,198,1,0,1
