,music,singer,music_id,release_date,category,music_like,comment_count,within 7days,ost,rank_count
3903,편의점,이찬원,33849373,2021-08-25,성인가요/트로트,17236,939,1,0,1
3904,소리꾼,straykids,33838140,2021-08-23,댄스,47727,1187,1,0,1
3905,술버릇,브레이브걸스,33837294,2021-08-23,댄스,15887,514,1,0,1
3906,이대로만,로꼬,33842207,2021-08-24,랩/힙합,25947,100,1,0,1
3907,담아 갈게,이무진,33858616,2021-08-26,발라드,20699,270,1,0,3
3908,시간을 거슬러,케이윌,33878014,2021-08-31,발라드,73130,271,1,0,27
3909,outsider,비투비,33872789,2021-08-30,댄스,21181,484,1,0,1
3910,hate that,키,33871930,2021-08-30,R&B/Soul,26583,572,1,0,1
3911,가까운 듯 먼 그대여,카더가든,33855085,2021-08-26,발라드,60856,98,1,0,6
3912,나인가요,백현,33875039,2021-08-31,발라드,38978,562,1,1,1
3913,only,이하이,33867016,2021-08-27,R&B/Soul,63822,220,1,0,1
3914,it s my life,윤미래,33865961,2021-08-27,R&B/Soul,12074,43,1,1,1
3915,talk & talk,프로미스나인,33871968,2021-08-30,발라드,8705,52,1,0,1
3916,오늘은 가지마,환희,33884059,2021-09-01,발라드,9808,49,1,0,2
3917,색안경,stayc,33902950,2021-09-06,댄스,82093,959,1,0,13
3918,빨간 립스틱,이하이,33930393,2021-09-09,R&B/Soul,30154,206,1,0,7
3919,lalisa,리사,33940933,2021-09-10,랩/힙합,50044,338,1,0,3
3920,산책,백예린,33939317,2021-09-10,발라드,77435,469,1,0,6
3921,hey mama,davidguetta,33898789,2021-09-05,포크/블루스,22611,156,1,1,16
3922,lemonade,nct127,33901878,2021-09-17,랩/힙합,68131,696,1,0,2
3923,가을 타나 봐,이무진,33955533,2021-09-14,포크/블루스,55495,357,1,0,12
3924,deja vu,ateez,33953252,2021-09-13,댄스,11968,231,1,0,1
3925,antifreeze,백예린,33939313,2021-09-10,발라드,87487,481,1,0,1
3926,왜  날,백예린,33939315,2021-09-10,발라드,32050,220,1,0,1
3927,끝이라고 말할 것 같았어,황치열,33947769,2021-09-12,발라드,10615,69,1,0,1
3928,그럴때마다,백예린,33939312,2021-09-10,발라드,38473,156,1,0,1
3929,하늘을 달리다,hynn,33938914,2021-09-10,록/메탈,11868,47,1,1,2
3930,butterfly,전미도,33976671,2021-09-17,록/메탈,25869,136,1,1,4
3931,한계,백예린,33939316,2021-09-10,발라드,49923,378,1,0,1
3932,my universe,"coldplay,방탄소년단",33998510,2021-09-24,POP,174966,1988,1,0,52
3933,찰나가 영원이 될 때,마크툽,33976677,2021-09-19,"R&B/Soul, 인디음악",86125,315,1,0,45
3934,brain,양요섭,33979062,2021-09-20,R&B/Soul,20190,417,1,0,1
3935,너 하나야,길구봉구,33976402,2021-09-17,발라드,15823,23,1,0,3
3936,언젠가는,미도와파라솔,33976672,2021-09-17,록/메탈,17783,74,1,1,1
3937,road trip,nct127,33901885,2021-09-17,R&B/Soul,57585,414,1,0,1
3938,loco,itzy,33999025,2021-09-24,댄스,53611,741,1,0,10
3939,bad love,키,34010387,2021-09-27,댄스,24813,403,1,0,1
3940,너를 생각해,주시크,33978183,2021-09-22,"R&B/Soul, 인디음악",148484,199,1,0,62
3941,cherry,ab6ix,34011260,2021-09-27,댄스,9857,189,1,0,1
3942,사랑은 언제나 목마르다,이해리,34018319,2021-09-29,발라드,18597,21,1,0,7
3943,전화 한 번 못하니,신예영,33999944,2021-09-26,발라드,26347,16,1,0,4
3944,빛이 되어줘,김재환,33999084,2021-09-26,발라드,14818,104,1,1,1
3945,너와 나는 이제 남이니까,이소정,34002730,2021-09-26,발라드,23691,50,1,0,1
3946,그대라는 사치,임영웅,33652821,2021-07-06,발라드,44340,325,0,0,30
3947,savage,aespa,34041584,2021-10-05,댄스,156754,650,1,0,47
3948,waiting,woodz,34041141,2021-10-05,댄스,7428,43,1,0,1
3949,내 기억 속에 남아 있는 그대 모습은,산들,34032566,2021-10-03,록/메탈,27255,61,1,1,3
3950,힘을 내세요,이찬원,34052429,2021-10-07,성인가요/트로트,13999,122,1,0,1
3951,바래,hynn,34036124,2021-10-03,발라드,15626,25,1,0,2
3952,너의 모습,정동하,34036763,2021-10-04,발라드,21981,28,1,0,4
3953,잊었니,임영웅,33606505,2021-06-22,성인가요/트로트,42509,245,0,0,21
3954,찬란한 계절,폴킴,34052587,2021-10-07,R&B/Soul,26548,49,1,0,3
3955,the feels,twice,34032454,2021-10-01,댄스,33906,245,1,0,1
3956,사랑은 늘 도망가,임영웅,34061322,2021-10-11,발라드,194258,8741,1,1,82
3957,밤새 니가 내려,케이시,34061201,2021-10-10,R&B/Soul,13881,19,1,0,2
3958,신촌을 못가,허각,34063298,2021-10-10,발라드,11178,10,1,0,2
3959,cold blooded,제시,34071973,2021-10-12,랩/힙합,29547,36,1,0,7
3960,바람,최유리,33999079,2021-09-25,발라드,43860,208,0,1,1
3961,strawberry moon,아이유,34101563,2021-10-19,록/메탈,222193,661,1,0,65
3962,나의 첫사랑,다비치,34097306,2021-10-18,발라드,27358,60,1,0,5
3963,rock with you,세븐틴,34140616,2021-10-22,댄스,116197,580,1,0,8
3964,그래도 사랑이었잖아,거미,34112757,2021-10-20,발라드,8966,8,1,0,2
3965,easy on me,adele,34091230,2021-11-19,POP,32203,42,0,0,1
3966,우리의 이야기,멜로망스,34087186,2021-10-15,발라드,23415,25,1,1,1
3967,역겹겠지만,bi,33528907,2021-06-01,랩/힙합,55002,197,0,0,3
3968,favorite,nct127,34153240,2021-10-25,R&B/Soul,83250,404,1,0,4
3969,나비효과,볼빨간사춘기,34153818,2021-10-26,"인디음악, 록/메탈",33610,65,1,0,4
3970,너는 내 세상이었어,볼빨간사춘기,34153819,2021-10-26,"발라드, 인디음악",63184,111,1,0,8
3971,그리워 그리워,이예준,34154224,2021-10-26,발라드,20298,22,1,0,5
3972,소용돌이,세븐틴,34140615,2021-10-22,댄스,66642,162,1,0,1
3973,사랑했던 우리가 어떻게 친구가 되니,송하예,34144230,2021-10-23,발라드,15173,22,1,0,1
3974,crush,세븐틴,34140617,2021-10-22,R&B/Soul,56250,81,1,0,1
3975,maverick,더보이즈,34191812,2021-11-01,댄스,36700,212,1,0,2
3976,별거 없던 그 하루로,임창정,34190739,2021-11-01,댄스,36401,197,1,0,4
3977,나 그댈위해 시 한편을 쓰겠어,케이시,34171026,2021-10-28,발라드,46583,54,1,0,17
3978,가까이 있어서 몰랐어,2am,34190821,2021-11-01,발라드,17635,62,1,0,4
3979,낮 밤,이영지,34186697,2021-10-29,랩/힙합,71986,128,1,0,3
3980,xoxo,전소미,34187867,2021-10-29,록/메탈,53393,119,1,0,5
3981,밤하늘의 별을,임한별,34194115,2021-11-02,발라드,22199,16,1,0,3
3982,zero,superjuniord&e,34198359,2021-11-02,댄스,3926,19,1,0,1
3983,쉬어,"아넌딜라이트,unofficialboyy,be′o,지구인,muddthestudent",34215822,2021-11-06,랩/힙합,105917,414,1,0,21
3984,끝사랑,임영웅,33630420,2021-06-29,성인가요/트로트,40000,176,0,0,4
3985,wake up,"개코,ourealgoat,since,안병웅,tabber,조광일",34215821,2021-11-06,랩/힙합,96830,482,1,0,20
3986,trouble,"donmills,northfacegawd,sokodomo,khakii,achess",34215819,2021-11-06,랩/힙합,40059,204,1,0,7
3987,너와 나의 memories,"염따,toil,쿤타,베이식,365lit,황지상,송민영",34215820,2021-11-06,랩/힙합,41637,390,1,0,10
3988,yours,진,34216258,2021-11-07,발라드,49818,542,1,1,1
3989,문득,beo,33448767,2021-05-02,랩/힙합,131437,276,0,0,41
3990,다음생이 있다면 당신을 만나서 다시 사랑할래요,임재현,34225244,2021-11-08,발라드,24471,40,1,0,8
3991,어제 너는 나를 버렸어,10cm,34244526,2021-11-11,"발라드, 인디음악",49264,95,1,0,5
3992,회전목마,sokodomo,34256568,2021-11-13,랩/힙합,221459,1165,1,0,57
3993,가시,"조광일,개코,저스디스",34256569,2021-11-13,랩/힙합,29298,246,1,0,4
3994,scientist,twice,34254823,2021-11-12,댄스,43315,771,1,0,7
3995,손을 잡아줘요,이하이,34256656,2021-11-14,발라드,10201,17,1,1,1
3996,리무진,beo,34298499,2021-11-20,랩/힙합,190928,929,1,0,47
3997,만남은 쉽고 이별은 어려워,베이식,34298496,2021-11-20,랩/힙합,131846,888,1,0,30
3998,tiny riot,samryder,33375439,2021-09-24,POP,70902,149,0,0,3
3999,깐부,쿤타,34298498,2021-11-20,랩/힙합,35660,223,1,0,8
4000,reset,"since,tabber",34298493,2021-11-20,랩/힙합,29988,271,1,0,5
4001,이끼,muddthestudent,34298497,2021-11-20,랩/힙합,26469,405,1,0,2
4002,오로지 그대,다비치,34510013,2022-01-07,발라드,918,2,0,1,1
4003,푸르른 계절도 내겐 의미 없어요,정승환,34510015,2022-01-07,발라드,950,9,0,1,1
4004,rush hour,몬스타엑스,34296132,2021-11-19,댄스,40569,1159,1,0,1
4005,i m a 빛,화사,34311835,2021-11-24,댄스,19182,166,1,0,2
4006,폐허가 된다 해도,이승윤,34312054,2021-11-24,록/메탈,24961,537,1,0,1
4007,불협화음,muddthestudent,34331506,2021-11-27,랩/힙합,82813,516,1,0,18
4008,mbti,beo,34331510,2021-11-27,랩/힙합,53134,538,1,0,11
4009,호우주의,조광일,34331508,2021-11-27,랩/힙합,41403,319,1,0,8
4010,08베이식,베이식,34331507,2021-11-27,랩/힙합,28672,439,1,0,4
4011,바래,쿤타,34331505,2021-11-27,랩/힙합,19978,214,1,0,3
4012,be,sokodomo,34331509,2021-11-27,랩/힙합,25718,644,1,0,2
4013,face time,since,34331504,2021-11-27,랩/힙합,18333,232,1,0,2
4014,그게 더 편할 것 같아,멜로망스,34326186,2021-11-26,발라드,40117,67,1,0,18
4015,peaches,카이,34330907,2021-11-30,R&B/Soul,19801,230,1,0,1
4016,높이,아넌딜라이트,34331503,2021-11-27,랩/힙합,11944,123,1,0,1
4017,eleven,ive,34349913,2021-12-01,댄스,182812,1628,1,0,75
4018,네가 없는 밤,beo,34366006,2021-12-04,랩/힙합,82502,528,1,0,17
4019,매일 크리스마스,다비치,34369413,2021-12-06,댄스,29505,71,1,0,7
4020,눈이 오잖아,이무진,34360855,2021-12-03,발라드,114996,568,1,0,49
4021,참 좋은 날,이찬원,34388834,2021-12-09,성인가요/트로트,16428,391,1,0,1
4022,up해,since,34366007,2021-12-04,랩/힙합,18212,243,1,0,2
4023,가리온,조광일,34366008,2021-12-04,랩/힙합,17119,220,1,0,2
4024,탕 ♡,mino,34377570,2021-12-07,랩/힙합,45905,386,1,0,7
4025,sign,since,34366011,2021-12-04,랩/힙합,17619,176,1,0,2
4026,지나고 보면,beo,34366010,2021-12-04,랩/힙합,21498,173,1,0,1
4027,last christmas,arianagrande,4365842,2013-01-01,POP,59687,84,0,0,9
4028,counting stars,beo,34398735,2021-12-12,랩/힙합,169591,1194,1,0,31
4029,흰눈,먼데이키즈,34397419,2021-12-12,발라드,41662,59,1,0,17
4030,밤새 서로 미루다,"존박,전미도",34388139,2021-12-09,발라드,22078,81,1,0,5
