,music,singer,release_date,category,music_like,movie_like,movie_views,Unnamed: 0
363,청혼하는 거예요,포맨,2013.05.08,발라드,53686,209.0,152269.0,
364,꼭 한번 만나고 싶다,바이브,2013.05.15,발라드,36283,141.0,97554.0,
365,이게 무슨 일이야,비원에이포,2013.05.06,댄스,52020,1473.0,530768.0,
366,나를 잊지말아요,수지,2013.05.06,"발라드, 국내드라마",25404,829.0,221400.0,
367,미스코리아,이효리,2013.05.21,댄스,33341,499.0,773449.0,
368,우리가 헤어진 진짜 이유,윤하,2013.05.02,록/메탈,76048,662.0,119875.0,
369,전원일기,티아라 N4,2013.04.29,댄스,13727,243.0,532106.0,
370,Wash Away,긱스,2013.04.29,랩/힙합,61831,230.0,130533.0,
371,Hello,조용필,2013.04.23,록/메탈,38832,,,
372,너와 나,유승우,2013.05.08,록/메탈,18022,289.0,107862.0,
373,Why So Serious?,샤이니,2013.04.26,댄스,32716,3140.0,400418.0,
374,유리 심장,린,2013.04.26,발라드,34638,429.0,82862.0,
375,봄비,백지영,2013.04.22,"발라드, 국내드라마",13529,179.0,140138.0,
376,I Love You,AKMU,2013.04.24,"록/메탈, 국내드라마",87552,1403.0,554131.0,
377,봄봄봄,로이킴,2013.04.22,포크/블루스,124466,1728.0,761574.0,
378,Bounce,조용필,2013.04.23,록/메탈,38832,,,
379,오늘 밤,린,2013.04.26,발라드,42871,85.0,107806.0,
380,웃다 울다,서인국,2013.04.11,발라드,28155,618.0,134511.0,
381,좋아,박재범,2013.04.10,R&B/Soul,112077,991.0,357061.0,
382,이사람,"효린, 전효성, 현아, 니콜, 나나",2012.12.27,댄스,15512,,,
383,Officially Missing You,AKMU,2013.04.10,포크/블루스,32891,,,
384,Yesterday,"정진운, 엘조, 이준, 호야, 이기광",2012.12.27,댄스,17020,,,
385,Gentleman,싸이,2013.04.12,댄스,83526,1240.0,2292292.0,
386,Love Blossom,케이윌,2013.04.04,발라드,119413,1047.0,311760.0,
387,외국인의 고백,AKMU,2013.04.04,포크/블루스,55426,,,
388,너는 나를,김진표,2013.03.29,랩/힙합,20356,52.0,42811.0,
389,어때,긱스,2013.04.03,랩/힙합,51229,,,
390,녹는 중,다비치,2013.04.01,발라드,51773,492.0,183368.0,
391,벚꽃 엔딩,버스커 버스커,2012.03.29,록/메탈,334736,2275.0,690990.0,
392,Man In Love,인피니트,2013.03.21,댄스,68661,5832.0,298718.0,
393,지우개,알리,2013.01.30,발라드,63011,127.0,85373.0,
394,24/7,포미닛 투윤,2013.01.17,댄스,12169,367.0,255235.0,
395,너였으면 좋겠어,이정,2013.03.08,발라드,2986,,,
396,기억을 걷다보면,디셈버,2013.02.01,발라드,11529,145.0,12759.0,
397,얼음꽃,에일리,2013.01.28,"발라드, 국내드라마",38772,263.0,82243.0,
398,나도 여자인데,씨스타19,2013.01.31,댄스,11137,,,
399,저녁 하늘,에일리,2012.10.16,발라드,176662,541.0,240953.0,
400,행복하니,배치기,2013.01.14,랩/힙합,15643,,,
401,섹시 보이,하하,2013.01.05,댄스,9458,,,
402,너 땜에 못살아,서인국,2013.02.04,발라드,20838,626.0,50803.0,
403,그런 너,보아,2013.01.28,발라드,26916,693.0,347196.0,
404,먹지,예성,2013.02.13,"발라드, 국내드라마",14468,660.0,48964.0,
405,안녕 나야,포맨,2013.01.28,발라드,45728,171.0,120661.0,
406,One Shot,B.A.P,2013.02.12,댄스,17711,907.0,107712.0,
407,러브 레시피,클래지콰이,2013.02.05,일렉트로니카,18518,66.0,16315.0,
408,Dream Girl,샤이니,2013.02.19,댄스,56974,3025.0,247172.0,
409,어이없네,"용준형, 필독, LE",2013.02.25,랩/힙합,5703,2200.0,57999.0,
410,어떤가요,노을,2013.02.20,"발라드, 국내드라마",22491,196.0,41540.0,
411,아름다워,샤이니,2013.02.19,댄스,22368,,,
412,1440,허각,2013.02.05,발라드,48319,235.0,51140.0,
413,모르시나요,다비치,2013.04.18,"발라드, 국내드라마",35604,,,
414,선인장,"우현, 심규선",2010.05.12,"발라드, 인디음악",28539,,,
415,Black Paradise,비스트,2013.02.27,"발라드, 랩/힙합, 국내드라마",17926,4933.0,107707.0,
416,귀요미송,하리,2013.02.18,댄스,13442,,,
417,될 대로 되라고 해,개코,2013.02.19,랩/힙합,40577,174.0,86523.0,
418,방백,샤이니,2013.02.19,댄스,69868,,,
419,Tell Me Tell Me,레인보우,2013.02.13,댄스,28664,347.0,346149.0,
420,Cosmic Girl,김태우,2013.02.20,댄스,5712,133.0,13926.0,
421,오랜만이죠,라디,2013.02.05,R&B/Soul,34761,,,
422,사랑도 이별도 아닌 기억,버블 시스터즈,2013.02.26,발라드,2903,,,
423,없는 번호,소울스타,2013.02.22,"발라드, R&B/Soul",4819,,,
424,사랑해 사랑해,한승희,2013.02.26,발라드,3700,,,
425,희맨사항,형돈이와 대준이,2013.02.22,랩/힙합,2930,77.0,22269.0,
426,꺼져,형돈이와 대준이,2013.02.22,랩/힙합,5325,109.0,40594.0,
427,White Day,걸스데이,2014.10.15,발라드,1566,,,
428,못,JK 김동욱,2013.02.25,"발라드, 국내드라마",1244,,,
429,You Are Not Alone,신지훈,2013.02.24,발라드,2577,,,
430,바람기억,나얼,2012.09.20,R&B/Soul,212921,1508.0,260055.0,
431,만에하나,엠씨더맥스,2013.02.25,"발라드, 국내드라마",3343,,,
432,고해,김태우,2013.02.23,발라드,812,177.0,93123.0,
433,반창꼬,노을,2012.12.11,발라드,31499,236.0,172512.0,
434,Punch Drunk Love,샤이니,2013.02.19,댄스,16717,,,
435,보여줄게,에일리,2012.10.16,댄스,98235,1512.0,718684.0,
436,"Girls, Girls, Girls",샤이니,2013.02.19,댄스,15312,,,
437,사랑하고 싶어서,허각,2013.02.05,발라드,10094,,,
438,헤어질걸 알기에,"허각, 정은지",2013.02.05,발라드,13362,,,
439,비상,정동하,2013.02.23,발라드,2004,1121.0,1047149.0,
440,너를 위해,신용재,2013.02.23,발라드,1510,272.0,107591.0,
441,떠나지마,나몰라패밀리N,2013.02.28,랩/힙합,1296,,,
442,여보세요,뉴이스트,2013.02.13,발라드,119674,4902.0,215349.0,
443,사랑해 미워해,먼데이 키즈,2013.02.12,"발라드, 국내드라마",2466,,,
444,Only Love,김재중,2013.02.26,댄스,2882,,,
445,그림자 놀이,옥주현,2013.02.28,발라드,84,,,
446,Love In Memory,별,2013.02.21,"발라드, 국내드라마",1310,9.0,2560.0,
447,히치하이킹,샤이니,2013.02.19,댄스,17273,,,
448,사랑노트,더 넛츠,2013.02.28,록/메탈,3741,26.0,4001.0,
449,비 내리는 고모령,알리,2013.02.26,발라드,666,,,
450,Hush,miss A,2017.03.10,-,0,,,
451,"1,2,3,4",이하이,2012.10.29,R&B/Soul,74568,1044.0,253632.0,
452,All For You,"정은지, 서인국",2012.08.28,발라드,175864,2898.0,411211.0,
453,Spoiler,샤이니,2013.02.19,댄스,13589,,,
454,귀여워,"별, 권정열",2012.10.24,발라드,49735,189.0,63249.0,
455,"그래, 우리 함께",무한도전,2013.11.02,발라드,45515,,,
456,오예,10cm,2013.02.04,"인디음악, 포크/블루스",7390,,,
457,섹시한 남자,스페이스 A,1999.08.17,댄스,10294,,,
458,사라질것들,병살,2013.11.02,일렉트로니카,19150,,,
459,아는 오빠,미,2013.02.21,발라드,834,24.0,2564.0,
460,다리꼬지마,AKMU,2012.11.25,포크/블루스,41625,,,
461,먼지가 되어,"로이킴, 정준영",2012.10.15,록/메탈,60096,,,
462,편지,다비치,2013.11.12,발라드,40946,550.0,157169.0,
463,내일은 없어,트러블메이커,2013.10.28,댄스,36768,807.0,1236523.0,
464,미스터리,박지윤,2013.10.21,댄스,44220,239.0,364138.0,
465,Always Be There,브라운 아이드 소울,2015.12.08,R&B/Soul,7101,594.0,122986.0,
466,It`s YOU,박효신,2013.12.02,"발라드, 국내드라마",27524,3580.0,75355.0,
467,비포 선라이즈,"이적, 정인",2013.11.15,발라드,35234,,,
468,Please Don`t Go My Girl,하우두유둘,2013.11.02,R&B/Soul,26596,,,
469,눈물이 맘을 훔쳐서,에일리,2013.10.30,"발라드, 국내드라마",56031,292.0,161122.0,
470,촌스럽게 왜 이래,케이윌,2013.10.18,발라드,42163,1066.0,229119.0,
471,오빠라고 불러다오,장미하관,2013.11.02,록/메탈,21354,,,
472,너에게,성시경,2013.11.01,"발라드, 국내드라마",101100,557.0,274870.0,
473,I Got C,거머리,2013.11.02,댄스,31490,,,
474,해볼라고,형용돈죵,2013.11.02,댄스,39461,,,
475,어디서 잤어,산이,2013.11.06,랩/힙합,26427,337.0,338037.0,
476,그대라구요,정은지,2014.03.05,"발라드, 국내드라마",22169,,,
477,지구가 태양을 네 번,넬,2014.02.27,록/메탈,44548,615.0,60252.0,
478,씨스루,권진아,2014.03.02,포크/블루스,22368,,,
479,너의 모든 순간,성시경,2014.02.12,"발라드, 국내드라마",260797,,,
480,살아 봤으면 해,2NE1,2014.02.27,R&B/Soul,51117,635.0,258678.0,
481,Crush,2NE1,2014.02.27,일렉트로니카,73582,842.0,731655.0,
482,보름달,선미,2014.02.17,댄스,66094,1230.0,1041466.0,
483,너 아님 안돼,2NE1,2014.02.27,일렉트로니카,47280,717.0,303940.0,
484,썸,"소유, 정기고",2014.02.07,R&B/Soul,167422,898.0,1237892.0,
485,Can’t Stop,씨엔블루,2014.02.24,록/메탈,37279,482.0,192614.0,
486,Come Back Home,2NE1,2014.02.27,일렉트로니카,73582,842.0,731655.0,
487,오늘 뭐해,포미닛,2014.03.17,댄스,15644,429.0,759208.0,
488,야생화,박효신,2014.03.28,발라드,315818,10960.0,2133764.0,
489,그대라는 이유,먼데이 키즈,2014.03.11,발라드,4243,196.0,18616.0,
490,White,"카라(Kara), 레인보우(Rainbow), 오종혁, A-JAX, DSP Girls(소민, 채원)",2016.02.15,댄스,769,,,
491,슬픈 인연,박윤하,2014.12.11,발라드,7620,,,
492,Must Have Love,"SG워너비, 브라운 아이드 걸스",2006.11.16,R&B/Soul,71757,624.0,70621.0,
493,끝,2LSON,2014.12.19,R&B/Soul,11646,184.0,68999.0,
494,나처럼 사랑했을까,"포스트맨, 바닐라 어쿠스틱",2014.12.19,발라드,13919,,,
495,그래도..그래서..,임시완,2014.12.12,"발라드, 국내드라마",4691,,,
496,지친 하루,윤종신,2014.12.20,록/메탈,84877,1028.0,161407.0,
497,나홀로 크리스마스,"바이브, 포맨, 벤, 임세준, 미, 민연재",2014.12.16,R&B/Soul,4565,604.0,84879.0,
498,둘이면,김태우,2014.12.16,발라드,2973,,,
499,너일까,신용재,2014.12.18,발라드,5777,,,
500,It`s Christmas Day,로이킴,2014.12.19,포크/블루스,10716,822.0,66327.0,
501,하나뿐인 사람,케이윌,2014.12.18,"발라드, 국내드라마",19826,,,
502,청춘연가,넬,2014.12.15,록/메탈,22677,990.0,75828.0,
503,마음대로,이진아,2014.12.14,발라드,18608,,,
504,The Christmas Song,성시경,2002.11.26,-,28,,,
505,Jingle Bells,성시경,2014.12.09,발라드,1440,,,
506,White Christmas,성시경,2004.11.24,-,1307,,,
507,I`ll Be Home For Christmas,성시경,2014.12.09,발라드,1574,,,
508,Sleigh Ride,성시경,2014.12.09,발라드,1930,,,
509,반대로만 살자.,V.O.S,2015.03.11,발라드,363,,,
510,녹여줘,에릭남,2014.12.10,댄스,9593,426.0,41124.0,
511,겁나,멜로디데이,2014.12.12,발라드,8225,270.0,152551.0,
512,Have Yourself A Merry Little Christmas,성시경,2014.12.09,발라드,2847,,,
513,눈보다 먼저,칸토,2014.12.11,랩/힙합,7111,156.0,43884.0,
514,Let It Snow,성시경,2014.12.09,발라드,2659,,,
515,가리워진 길,볼빨간사춘기,2014.12.05,"포크/블루스, 국내드라마",33507,,,
516,RE : 나에게,윤상,2014.12.11,발라드,16264,,,
517,니 말대로,김나영,2014.12.09,발라드,18089,329.0,90169.0,
518,대낮에 한 이별,수지 & 버나드 박,2014.12.09,발라드,18422,,,
519,Baby It`s Cold Outside,"성시경, 에일리",2014.12.09,발라드,6590,,,
520,함께,인피니트,2014.12.08,"발라드, 국내영화",21695,7073.0,144426.0,
521,Winter Wonderland,성시경,2014.12.09,발라드,53077,1268.0,316050.0,
522,아무일 없었다는 듯,"휘성, 알리",2014.12.09,발라드,6175,,,
523,Angel,"윤미래, 타이거JK, 비지",2014.12.08,랩/힙합,45026,1079.0,462394.0,
524,사랑에 빠지고 싶다,정승환,2014.12.07,발라드,99534,,,
525,Rockin` With The Best,"더 콰이엇, 도끼, 빈지노(Beenzino)",2014.11.28,랩/힙합,20697,,,
526,첫눈이 온다구요,손승연,2014.12.04,발라드,6146,137.0,42421.0,
527,Brand New Day,"버벌진트(Verbal Jint), 산이(San E), 팬텀(Phantom), 애즈원(As One), 피타입(P-Type), 태완, 강민희, 칸토, 샴페인&캔들, 양다일, DJ IT",2014.12.05,랩/힙합,7420,491.0,103843.0,
528,웃는 것밖에,스탠딩 에그(Standing Egg),2014.12.05,"인디음악, 포크/블루스",10243,,,
529,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스",2012.12.06,발라드,161997,6712.0,565530.0,
530,새벽비,샤넌,2014.12.01,댄스,11391,411.0,252007.0,
531,Finale,"소진, 도끼",2014.12.01,R&B/Soul,6948,,,
532,싱숭생숭,"다이나믹 듀오, 박정현",2014.12.05,랩/힙합,49775,281.0,213140.0,
533,울어도 돼,비투비,2014.12.22,댄스,58217,5076.0,224311.0,
534,가슴이 뛴다,인피니트F,2014.12.01,댄스,15708,3661.0,260724.0,
535,나쁜 소문,지아,2014.12.02,발라드,6032,440.0,120337.0,
536,Love Is You,"케이윌(K.will), 씨스타, 정기고(Junggigo), 매드 클라운(Mad Clown), 보이프렌드, 주영",2014.12.04,댄스,14900,1785.0,366340.0,
537,엄마로 산다는 것은,이설아,2014.11.30,발라드,15426,,,
538,이리와봐,MASTA WU,2014.12.02,랩/힙합,18204,597.0,431711.0,
539,잊지 말기로 해,"성시경, 권진아",2014.12.09,발라드,53077,1268.0,316050.0,
540,임박사와 함께 춤을,임창정,2014.11.24,댄스,2889,750.0,183777.0,
541,Little Apple With 젓가락형제,티아라,2014.11.24,댄스,3269,518.0,296508.0,
542,자꾸 생각나,로꼬,2014.11.28,랩/힙합,24220,934.0,272046.0,
543,눈물고드름,김연우,2014.11.27,발라드,7463,191.0,29106.0,
544,날 안아줘,40,2014.11.26,R&B/Soul,6347,83.0,18546.0,
545,바라보기,엠씨더맥스,2014.11.28,"발라드, 국내드라마",71183,1485.0,193216.0,
546,지우다,써니힐,2014.11.27,발라드,3201,286.0,84153.0,
547,봄 여름 가을 그리고...,엠블랙,2014.11.25,발라드,2415,,,
548,처음으로,"신지수, 김필",2014.11.25,R&B/Soul,5961,,,
549,Sweet Love,백청강,2014.11.27,발라드,657,123.0,14841.0,
550,니가 내리는 날,"백지영, 나원주",2014.11.25,발라드,5125,104.0,45125.0,
551,동화 같은 사랑,에이핑크,2014.11.24,발라드,14302,,,
552,천사가 아냐,에이핑크,2014.11.24,댄스,17086,,,
553,Wanna Be,에이핑크,2014.11.24,댄스,14780,,,
554,피노키오,로이킴,2014.11.27,"포크/블루스, 국내드라마",42385,861.0,185271.0,
555,나무,버즈,2014.11.26,록/메탈,24209,1383.0,87376.0,
556,우리 다시 사랑한다면,투빅,2014.11.26,발라드,13891,98.0,49124.0,
557,친한사람,임창정,2014.11.24,댄스,2889,750.0,183777.0,
558,자랑,곽진언,2016.05.10,발라드,15326,,,
559,니가 모르게,로꼬,2014.11.28,랩/힙합,106776,,,
560,Secret,에이핑크,2013.07.05,댄스,91614,3934.0,2180456.0,
561,시간아 천천히,이진아,2014.11.23,발라드,39168,,,
562,LUV,에이핑크,2014.11.24,댄스,97695,7496.0,3407694.0,
563,HAPPY TOGETHER,박효신,2014.11.24,발라드,74590,7546.0,468685.0,
564,Dreams Come True,10cm,2014.11.19,"인디음악, 포크/블루스",4414,,,
565,뗄래야 뗄 수 없는 사이,10cm,2014.11.19,"인디음악, 포크/블루스",3870,,,
566,3집에 대한 부담감,10cm,2014.11.19,"인디음악, 포크/블루스",5395,,,
567,행복한 눈물,윤종신,2014.11.17,발라드,3168,330.0,49468.0,
568,Piano Man,마마무,2014.11.21,댄스,56175,3665.0,814590.0,
569,여자는 왜 화를 내는 걸까,10cm,2014.11.19,"인디음악, 포크/블루스",5536,,,
570,아프리카 청춘이다,10cm,2014.11.19,"인디음악, 포크/블루스",9043,,,
571,두 사람,성시경,2005.04.07,발라드,113818,,,
572,짝사랑,10cm,2014.11.19,"인디음악, 포크/블루스",46906,,,
573,MAMA,니콜,2014.11.19,댄스,2928,301.0,254483.0,
574,첫사랑),타이거 JK,2014.11.20,"랩/힙합, 국내드라마",5855,,,
575,Candy Jelly Love,러블리즈,2014.11.17,댄스,26411,2606.0,202420.0,
576,스토커,10cm,2014.11.19,"인디음악, 포크/블루스",264874,929.0,285654.0,
577,위아래,EXID,2014.08.27,댄스,76207,3486.0,5814499.0,
578,피아노,토이,2017.04.19,뉴에이지,22,,,
579,아무도 모른다,토이,2014.11.18,발라드,4155,301.0,55850.0,
580,집 밥,김범수,2014.11.21,발라드,13841,174.0,104660.0,
581,하지하지마,GOT7,2014.11.18,랩/힙합,26897,2710.0,770717.0,
582,언제나 타인,토이,2014.11.18,발라드,4225,,,
583,취한 밤,토이,2014.11.18,발라드,6433,,,
584,우리,토이,2001.05.10,발라드,7037,139.0,15533.0,
585,그리워라,10cm,2014.11.19,"인디음악, 포크/블루스",19777,490.0,97194.0,
586,피아니시모,토이,2014.11.18,발라드,7517,,,
587,지워,"효린, 주영",2014.11.20,발라드,36316,804.0,407394.0,
588,Reset,토이,2014.11.18,발라드,18622,297.0,59216.0,
589,그녀가 말했다,토이,2014.11.18,발라드,65047,,,
590,"Goodbye sun, Goodbye moon",토이,2014.11.18,발라드,19345,,,
591,너의 바다에 머무네,토이,2014.11.18,발라드,21225,,,
592,인생은 아름다워,토이,2014.11.18,발라드,26132,,,
593,GOOD BOY,GD X TAEYANG,2014.11.21,랩/힙합,87395,1604.0,331585.0,
594,U & I,토이,2014.11.18,발라드,62111,,,
595,세 사람,토이,2014.11.18,발라드,105171,4083.0,1053051.0,
596,매일 매일 매일,어반 자카파,2020.12.02,뮤직테라피,29,,,
597,이제 보니까,팬텀,2014.11.11,랩/힙합,82,,,
598,너의 말투로 살아,DK,2014.11.07,발라드,5456,,,
599,깊은 밤을 날아서,규현,2014.11.13,발라드,56225,,,
600,사랑이 숨긴 말들,규현,2014.11.13,발라드,11184,,,
601,"나의 생각, 너의 기억",규현,2014.11.13,발라드,12657,,,
602,이별을 말할 때,규현,2014.11.13,발라드,12185,,,
603,Eternal Sunshine,규현,2014.11.13,발라드,19064,,,
604,뒷모습이 참 예뻤구나,규현,2014.11.13,발라드,15343,,,
605,어제처럼 굿나잇,러블리즈,2014.11.17,발라드,30926,3603.0,460980.0,
606,지금 우는 사람들,울랄라세션,2014.11.19,발라드,4498,,,
607,펑펑,알리,2014.11.12,발라드,54673,184.0,84494.0,
608,첫눈예보,나비,2014.11.12,R&B/Soul,4373,,,
609,쓰담쓰담,10cm,2014.11.19,"인디음악, 포크/블루스",57551,498.0,360565.0,
610,사뿐사뿐,AOA,2014.11.11,댄스,50614,2409.0,2472931.0,
611,광화문에서,규현,2014.11.13,발라드,232425,2207.0,809172.0,
612,나는 달라,HI SUHYUN,2014.11.11,R&B/Soul,51268,2981.0,1445217.0,
613,하루,메이트,2014.11.05,"인디음악, 록/메탈",9002,,,
614,내일,한희정,2014.10.31,"록/메탈, 국내드라마",31042,,,
615,끈적끈적,헬로비너스(HELLOVENUS),2014.11.06,댄스,3782,386.0,473812.0,
616,눈물이 나,포스트맨,2014.11.06,발라드,8959,50.0,23214.0,
617,She,종현,2016.05.24,댄스,32242,3959.0,133711.0,
618,고스트,스피카,2014.11.05,발라드,5061,304.0,150999.0,
619,죽을 만큼 아파서,MC몽,2010.06.24,랩/힙합,95039,953.0,215196.0,
620,널 사랑한 시간에,XIA(준수),2014.12.17,"발라드, 국내드라마",7917,,,
621,산다는 건,홍진영,2014.11.06,성인가요/트로트,50643,1330.0,715026.0,
622,외침,디오,2014.11.03,"발라드, 국내영화",50377,6990.0,407301.0,
623,위로,어반 자카파,2021.02.23,뮤직테라피,0,,,
624,Tough Cookie,지코,2014.11.07,랩/힙합,51309,3152.0,811048.0,
625,E.R,MC몽,2014.11.03,랩/힙합,9129,,,
626,0904,MC몽,2014.11.03,랩/힙합,7142,,,
627,My Love,MC몽,2014.11.03,랩/힙합,10152,,,
628,격정적인 열애설,MC몽,2014.11.03,랩/힙합,8128,,,
629,What could I do,MC몽,2014.11.03,랩/힙합,12061,,,
630,Whatever,MC몽,2014.11.03,랩/힙합,18461,,,
631,고장난 선풍기,MC몽,2014.11.03,랩/힙합,24311,,,
632,New York,MC몽,2014.11.03,랩/힙합,16535,,,
633,도망가자,MC몽,2014.11.03,랩/힙합,48001,,,
634,마음 단단히 먹어,MC몽,2014.11.03,랩/힙합,29238,,,
635,죽을만큼 아파서 Part 2,MC몽,2010.06.24,랩/힙합,95040,953.0,215196.0,
636,내 생애 가장 행복한 시간,MC몽,2014.11.03,랩/힙합,89547,,,
637,내가 그리웠니,MC몽,2014.11.03,랩/힙합,50472,2172.0,903307.0,
638,달아요,박정현,2007.12.11,"발라드, R&B/Soul",23859,,,
639,L4L,바비,2014.08.21,랩/힙합,37017,,,
640,Coming Up Roses,Keira Knightley,2014.07.01,"록/메탈, 국외영화",25426,,,
641,사랑 내사랑,"김그림, 백청강",2014.10.28,발라드,1903,,,
