,music,singer,release_date,category,music_like,movie_like,movie_views,Unnamed: 0
2889,이별하러 가는 길,임한별,2018.09.13,발라드,147892,526.0,106882.0,
2890,고백,양다일,2018.10.15,발라드,150950,413.0,91344.0,
2891,소우주,방탄소년단,2019.04.12,R&B/Soul,267690,,,
2892,She,잔나비,2017.09.09,"발라드, 인디음악",107875,1896.0,69637.0,
2893,Dionysus,방탄소년단,2019.04.12,랩/힙합,164614,,,
2894,YES or YES,TWICE,2018.11.05,댄스,160463,7358.0,2124028.0,
2895,Intro : Persona,방탄소년단,2019.04.12,랩/힙합,126247,15171.0,244550.0,
2896,"GO HIGH, The Quiett)",이영지,2019.04.13,랩/힙합,79765,,,
2897,Don`t Know What To Do,BLACKPINK,2019.04.05,댄스,120791,3794.0,182041.0,
2898,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,2016.08.04,"인디음악, 록/메탈",186248,1747.0,134601.0,
2899,Make It Right,방탄소년단,2019.04.12,랩/힙합,197067,,,
2900,Jamais Vu,방탄소년단,2019.04.12,R&B/Soul,147958,,,
2901,Seattle Alone,볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",41523,1512.0,52453.0,
2902,Mermaid,볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",83844,1557.0,89990.0,
2903,HOME,방탄소년단,2019.04.12,랩/힙합,159228,,,
2904,Kill This Love,BLACKPINK,2019.04.05,댄스,120791,3794.0,182041.0,
2905,진심이 담긴 노래,케이시,2019.03.28,발라드,115036,534.0,94354.0,
2906,벚꽃 엔딩,버스커 버스커,2012.03.29,록/메탈,334686,2275.0,690926.0,
2907,별 보러 갈래?,볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",123923,2073.0,221588.0,
2908,비올레타,IZ*ONE,2019.04.01,댄스,114192,9911.0,730816.0,
2909,야간비행,백예린,2019.03.18,R&B/Soul,82362,,,
2910,그모습 그대로,장범준,2019.03.21,록/메탈,20797,,,
2911,내 생에 아름다운,케이윌,2018.10.23,"발라드, 국내드라마",172450,817.0,127219.0,
2912,SOLO,제니,2018.11.12,랩/힙합,221120,1316.0,21654.0,
2913,SHE`S FINE,헤이즈,2019.03.19,R&B/Soul,65289,1063.0,127553.0,
2914,당신과는 천천히,장범준,2019.03.21,록/메탈,122762,1203.0,219915.0,
2915,일산으로,장범준,2019.03.21,록/메탈,26579,,,
2916,초록빛,폴킴,2019.01.17,발라드,149403,,,
2917,혼자,거미,2019.03.18,발라드,32759,348.0,58443.0,
2918,여자친구,하은요셉,2019.03.07,"발라드, 인디음악",46808,125.0,47995.0,
2919,내가 날 모르는 것처럼,백예린,2019.03.18,R&B/Soul,56011,,,
2920,그건 아마 우리의 잘못은 아닐 거야,백예린,2019.03.18,R&B/Soul,189853,2379.0,174501.0,
2921,누아르,선미,2019.03.04,댄스,39495,1185.0,390788.0,
2922,180도,벤,2018.12.07,발라드,168945,951.0,222423.0,
2923,띵,"Jvcki Wai, Young B, Osshun Gum, 한요한",2019.01.13,랩/힙합,139976,3596.0,364175.0,
2924,신용재,하은,2018.11.06,발라드,139686,412.0,141405.0,
2925,새벽에,에픽하이,2019.03.11,랩/힙합,36077,,,
2926,너도 그냥 날 놓아주면 돼,윤건,2018.11.29,발라드,136495,293.0,112647.0,
2927,신청곡,이소라,2019.01.22,발라드,223880,1586.0,176940.0,
2928,고고베베,마마무,2019.03.14,댄스,86952,3715.0,578678.0,
2929,넘쳐흘러,엠씨더맥스,2019.01.02,발라드,168633,1921.0,195620.0,
2930,이 노래가 클럽에서 나온다면,우디(Woody),2019.01.23,랩/힙합,152231,430.0,205972.0,
2931,봄,박봄,2019.03.13,R&B/Soul,96979,1182.0,287264.0,
2932,멍청이(twit),화사(Hwa Sa),2019.02.13,댄스,132746,3686.0,709787.0,
2933,그러나,10cm,2019.03.07,"인디음악, 포크/블루스",80763,761.0,30582.0,
2934,술이 달다,에픽하이,2019.03.11,랩/힙합,112254,1047.0,329636.0,
2935,나비효과,EXO,2019.11.27,댄스,59251,,,
2936,Done For Me,펀치,2019.08.18,"발라드, 국내드라마",103669,,,
2937,밤편지,아이유,2017.03.24,발라드,454417,9825.0,1072083.0,
2938,지킬,EXO,2019.11.27,댄스,51635,,,
2939,춤,EXO,2019.11.27,댄스,54879,,,
2940,Forever 84,"염따, 딥플로우, 팔로알토, The Quiett, 사이먼 도미닉",2019.11.19,랩/힙합,23249,,,
2941,안녕이라는 말,송이한,2019.03.25,R&B/Soul,43910,90.0,13186.0,
2942,Here I Am,태연,2019.10.28,발라드,34435,,,
2943,만추,헤이즈,2019.10.13,R&B/Soul,35952,599.0,18778.0,
2944,담아,"스윙스(Swings), Kid Milli, 매드 클라운",2019.08.24,랩/힙합,64104,,,
2945,하하하,태연,2019.10.28,R&B/Soul,15420,,,
2946,음파음파,레드벨벳(Red Velvet),2019.08.20,댄스,80362,3717.0,440184.0,
2947,물 만난 물고기,AKMU,2019.09.25,포크/블루스,47093,,,
2948,SUPER Clap,슈퍼주니어,2019.10.14,댄스,22108,1862.0,613517.0,
2949,봄날,방탄소년단,2017.02.13,랩/힙합,542375,30812.0,1669252.0,
2950,작별 인사,AKMU,2019.09.25,발라드,29945,,,
2951,널 안지 않을 수 있어야지,첸,2019.10.01,발라드,56124,,,
2952,그 끝에 그대,청하,2019.08.03,"발라드, 국내드라마",51272,,,
2953,독 : Fear,세븐틴,2019.09.16,댄스,69658,7455.0,101384.0,
2954,러브 델루나,"태용, 펀치",2019.08.24,"발라드, 국내드라마",41479,,,
2955,"나만, 봄",볼빨간사춘기,2019.04.02,"인디음악, 포크/블루스",193608,2512.0,401908.0,
2956,Way Back Home,숀,2018.06.27,"인디음악, 일렉트로니카",355574,,,
2957,벌써 12시,청하,2019.01.02,댄스,169179,3383.0,1182727.0,
2958,사월이 지나면 우리 헤어져요,첸,2019.04.01,발라드,170375,5793.0,108257.0,
2959,Goodbye,박효신,2019.05.06,발라드,171902,7887.0,278905.0,
2960,옥탑방,엔플라잉,2019.01.02,록/메탈,283751,2391.0,501641.0,
2961,내 안부,이우,2019.07.16,발라드,66840,236.0,61183.0,
2962,너만 너만 너만,양다일,2019.07.27,"발라드, 국내드라마",33484,,,
2963,Paris In The Rain,Lauv,2018.10.08,POP,294118,,,
2964,너를 만나,폴킴,2018.10.29,발라드,318177,2038.0,308246.0,
2965,달라달라,ITZY,2019.02.12,댄스,171295,5056.0,1627058.0,
2966,괜찮아도 괜찮아,디오,2019.07.01,R&B/Soul,251849,7374.0,95013.0,
2967,주저하는 연인들을 위해,잔나비,2019.03.13,"인디음악, 록/메탈",373743,3658.0,322767.0,
2968,노래방에서,장범준,2019.03.21,록/메탈,206758,,,
2969,그때가 좋았어,케이시,2018.12.31,발라드,243927,,,
2970,"모든 날, 모든 순간",폴킴,2018.03.20,"발라드, 국내드라마",420185,,,
2971,FANCY,TWICE,2019.04.22,댄스,137790,5761.0,1543145.0,
2972,Senorita,"Shawn Mendes, Camila Cabello",2019.08.16,-,12,,,
2973,사계,태연,2019.03.24,발라드,264033,3931.0,450112.0,
2974,Another Day,"먼데이 키즈, 펀치",2019.07.14,"발라드, 국내드라마",77059,,,
2975,A Whole New World,"Mena Massoud, Naomi Scott",2019.05.22,"POP, 국외영화",126085,,,
2976,비가 내리는 날에는,윤하,2019.07.02,발라드,97233,865.0,58267.0,
2977,Punch,NCT 127,2020.05.19,랩/힙합,76843,5754.0,54375.0,
2978,살짝 설렜어,오마이걸,2020.04.27,댄스,193045,6199.0,754205.0,
2979,나비와 고양이),볼빨간사춘기,2020.05.13,"인디음악, 포크/블루스",176790,2169.0,151330.0,
2980,아로하,조정석,2020.03.27,"발라드, 국내드라마",244547,2172.0,350980.0,
2981,에잇,아이유,2020.05.06,록/메탈,391397,13165.0,843993.0,
2982,처음처럼,엠씨더맥스,2020.03.25,발라드,115269,1323.0,95372.0,
2983,Candy,백현,2020.05.25,R&B/Soul,140022,7827.0,106212.0,
2984,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,2019.08.23,"록/메탈, 국내드라마",312270,1259.0,353820.0,
2985,화려하지 않은 고백,규현,2020.04.03,"발라드, 국내드라마",85601,1159.0,73291.0,
2986,사랑하게 될 줄 알았어,전미도,2020.05.22,"발라드, 국내드라마",154628,1775.0,211572.0,
2987,시작,가호,2020.02.01,"록/메탈, 국내드라마",245321,1286.0,317788.0,
2988,좋은 사람 있으면 소개시켜줘,조이,2020.03.20,"발라드, 국내드라마",130152,1460.0,141587.0,
2989,아무노래,지코,2020.01.13,랩/힙합,276062,3269.0,987753.0,
2990,깡 Official Remix,"식케이, pH-1, 박재범, 김하온",2020.06.04,랩/힙합,71766,2616.0,362436.0,
2991,Dolphin,오마이걸,2020.04.27,댄스,202762,,,
2992,Bad News Cypher vol.2,릴보이,2020.12.12,랩/힙합,26242,,,
2993,Oh Santa!,Mariah Carey,2020.12.04,POP,17837,,,
2994,입김,10cm,2020.12.23,"인디음악, 포크/블루스",27670,385.0,12072.0,
2995,행복해,송하예,2020.10.17,발라드,37079,155.0,14568.0,
2996,Yay & 팔로알토),래원,2020.12.19,랩/힙합,31139,,,
2997,Last Christmas,Ariana Grande,2013.01.01,POP,59680,,,
2998,내 방을 여행하는 법,방탄소년단,2020.11.20,R&B/Soul,115113,,,
2999,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,2020.10.21,발라드,40640,233.0,26253.0,
3000,너도 아는,폴킴,2020.10.27,발라드,57524,708.0,23559.0,
3001,Bad Boy,"청하, Christopher",2020.09.23,POP,88696,800.0,60111.0,
3002,Black Mamba,aespa,2020.11.17,댄스,104930,4151.0,292820.0,
3003,소확행,임창정,2020.10.19,발라드,56784,462.0,31672.0,
3004,Text Me Merry Christmas,Straight No Chaser,2014.11.17,POP,68487,333.0,87342.0,
3005,한잔이면 지워질까,황인욱,2020.12.15,발라드,27893,80.0,5839.0,
3006,서면역에서,순순희,2020.05.05,"발라드, 인디음악",62949,56.0,18204.0,
3007,사실 나는,경서예지,2020.04.12,발라드,99755,304.0,30254.0,
3008,잘할게,이승기,2020.12.10,발라드,31824,1050.0,26246.0,
3009,뻔한남자,이승기,2020.11.15,발라드,43952,1621.0,48501.0,
3010,For You,이하이,2020.12.16,R&B/Soul,56774,,,
3011,놀이공원,백현,2020.12.21,R&B/Soul,75612,2570.0,12432.0,
3012,가다,머쉬베놈,2020.12.19,랩/힙합,23401,,,
3013,고독하구만,머쉬베놈,2020.12.12,랩/힙합,36877,,,
3014,What Do I Call You,태연,2020.12.15,R&B/Soul,99406,1231.0,14050.0,
3015,나랑 같이 걸을래,적재,2020.10.23,발라드,142147,,,
3016,서로를 위한 것,나얼,2020.12.21,발라드,21201,229.0,12355.0,
3017,ON AIR,릴보이,2020.12.19,랩/힙합,53456,,,
3018,CREDIT,릴보이,2020.12.19,랩/힙합,84025,,,
3019,여백의 미,머쉬베놈,2020.12.19,랩/힙합,36571,,,
3020,Achoo,미란이,2020.12.05,랩/힙합,68230,,,
3021,부어라 비워라,머쉬베놈,2020.12.05,랩/힙합,26824,,,
3022,Panorama,IZ*ONE,2020.12.07,댄스,96728,4440.0,152726.0,
3023,뿌리,Khundi Panda,2020.12.05,랩/힙합,66215,,,
3024,내일이 오면),릴보이,2020.12.05,랩/힙합,132724,,,
3025,혼술하고 싶은 밤,벤,2020.12.02,발라드,53691,240.0,16234.0,
3026,적외선 카메라,원슈타인,2020.12.05,랩/힙합,65684,,,
3027,Freak,"릴보이 , 원슈타인 , Chillin Homie , 스카이민혁",2020.11.21,랩/힙합,76922,,,
3028,밤하늘의 별을(2020),경서,2020.11.14,발라드,219201,787.0,111442.0,
3029,음,카이,2020.11.30,R&B/Soul,56370,2750.0,38797.0,
3030,원해,"스윙스 , 맥대디 , Khakii , 래원",2020.11.21,랩/힙합,37015,,,
3031,Blue & Grey,방탄소년단,2020.11.20,발라드,122961,,,
3032,VVS,"미란이, 먼치맨, Khundi Panda, 머쉬베놈",2020.11.21,랩/힙합,208299,,,
3033,가을밤에 든 생각,잔나비,2020.11.06,"인디음악, 록/메탈",123337,1630.0,47609.0,
3034,Life Goes On,방탄소년단,2020.11.20,랩/힙합,243616,6446.0,60600.0,
3035,I CAN`T STOP ME,TWICE,2020.10.26,댄스,71548,2230.0,318814.0,
3036,HERO,임영웅,2022.05.02,발라드,91248,17647.0,144771.0,
3037,잠이 오질 않네요,장범준,2020.10.24,발라드,165353,,,
3038,딩가딩가,마마무,2020.10.20,댄스,70608,2741.0,276949.0,
3039,놓아줘,크러쉬,2020.10.20,R&B/Soul,62848,837.0,62235.0,
3040,힘든 건 사랑이 아니다,임창정,2020.10.19,발라드,115688,671.0,73360.0,
3041,바램,임영웅,2020.01.17,성인가요/트로트,68707,,,
3042,어느 60대 노부부이야기,임영웅,2020.02.21,성인가요/트로트,77975,,,
3043,12:45,Etham,2018.10.26,POP,187890,,,
3044,Error,ASH ISLAND,2020.07.02,랩/힙합,88511,3352.0,60840.0,
3045,오늘따라 비가 와서 그런가 봐,솔지,2020.07.09,발라드,30362,185.0,17981.0,
3046,니가 왜 거기서 나와,영탁,2018.10.21,성인가요/트로트,61675,8291.0,472236.0,
3047,2 KIDS,태민,2020.08.04,일렉트로니카,24883,2620.0,26272.0,
3048,찐이야,영탁,2020.03.13,성인가요/트로트,67205,,,
3049,Stuck with U,"Ariana Grande, Justin Bieber",2020.05.08,POP,140380,960.0,56583.0,
3050,Painkiller,Ruel,2019.05.01,POP,165389,407.0,50106.0,
3051,취했나봐,황인욱,2020.05.24,발라드,53241,146.0,21321.0,
3052,비,폴킴,2016.06.21,R&B/Soul,301414,856.0,139623.0,
3053,첫 줄,신용재,2020.07.01,발라드,53191,203.0,19565.0,
3054,아직 너의 시간에 살아,이수현,2020.07.12,"발라드, 국내드라마",43009,266.0,18025.0,
3055,What You Waiting For,전소미,2020.07.22,댄스,57074,277.0,5230.0,
3056,거짓말이라도 해서 널 보고싶어,백지영,2020.07.14,발라드,82840,225.0,45839.0,
3057,사랑은 지날수록 더욱 선명하게 남아,전상근,2020.06.07,발라드,76043,189.0,27975.0,
3058,덤디덤디,(여자)아이들,2020.08.03,댄스,122136,3378.0,259603.0,
3059,두리쥬와,유두래곤,2020.08.01,댄스,22550,,,
3060,깨워,강다니엘,2020.08.03,R&B/Soul,18327,4464.0,37824.0,
3061,신난다,비룡,2020.08.01,댄스,50077,,,
3062,LINDA,린다G,2020.08.01,랩/힙합,58062,,,
3063,그 여름을 틀어줘,싹쓰리,2020.07.25,댄스,90848,,,
3064,홀로,이하이,2020.07.23,R&B/Soul,152488,785.0,110627.0,
3065,여름 안에서,싹쓰리,2020.07.11,댄스,99402,5403.0,688237.0,
3066,PLAY,청하,2020.07.06,댄스,59979,1074.0,175362.0,
3067,Monster,레드벨벳-아이린&슬기,2020.07.06,댄스,75162,1145.0,21475.0,
3068,Make A Wish,NCT U,2020.10.12,"댄스, 랩/힙합",97906,3111.0,59256.0,
3069,Savage Love,"Jawsh 685, Jason Derulo, BTS",2020.10.02,POP,202955,,,
3070,DON`T TOUCH ME,환불원정대,2020.10.10,댄스,157328,2434.0,309263.0,
3071,Lovesick Girls,BLACKPINK,2020.10.02,댄스,230923,3479.0,90899.0,
3072,내 마음이 움찔했던 순간,규현,2020.08.23,발라드,120927,,,
3073,오래된 노래,스탠딩 에그(Standing Egg),2012.09.04,"인디음악, 포크/블루스",255604,,,
3074,취기를 빌려,산들,2020.07.20,발라드,231336,,,
3075,When We Disco,박진영,2020.08.12,댄스,82432,2385.0,832137.0,
3076,눈누난나,제시(Jessi),2020.07.30,랩/힙합,106875,1555.0,734292.0,
3077,Dynamite,방탄소년단,2020.08.24,댄스,450681,13477.0,1089706.0,
3078,다시 여기 바닷가,싹쓰리,2020.07.18,댄스,239683,5219.0,670739.0,
3079,떨어지는 낙엽까지도,헤이즈,2019.10.13,R&B/Soul,55639,462.0,7042.0,
3080,나를 기다렸나요,한동근,2019.12.29,발라드,6861,,,
3081,FANCY,TWICE,2019.04.22,댄스,137784,5761.0,1543100.0,
3082,밤편지,아이유,2017.03.24,발라드,454372,9825.0,1072074.0,
3083,자장가,아이유,2019.11.18,록/메탈,110129,,,
3084,Some Things Never Change,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Cast of Frozen 2",2019.11.15,"POP, 애니메이션/웹툰, 키즈, 만화",36444,,,
3085,텅),빈첸,2019.12.18,랩/힙합,34763,1466.0,39052.0,
3086,사랑의 재개발,유산슬,2019.11.16,성인가요/트로트,44581,1021.0,214065.0,
3087,FEVER,박진영,2019.12.01,댄스,25061,518.0,254080.0,
3088,그때의 우리,펀치,2019.12.17,발라드,22909,283.0,17726.0,
3089,노래방에서,장범준,2019.03.21,록/메탈,206745,,,
3090,우리 왜 헤어져야 해,신예영,2019.11.20,발라드,135726,260.0,50409.0,
3091,이별행동,이우,2019.10.06,발라드,63767,125.0,25501.0,
3092,0310,백예린,2019.12.10,R&B/Soul,112905,1416.0,26219.0,
3093,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스",2012.12.06,발라드,161998,6713.0,565524.0,
3094,Popo,백예린,2019.12.10,R&B/Soul,57320,1522.0,38796.0,
3095,그때가 좋았어,케이시,2018.12.31,발라드,243903,,,
3096,솔직하게 말해서 나,김나영,2019.06.09,발라드,153575,538.0,134396.0,
3097,우리 어떻게 할까요,첸,2019.10.01,발라드,97821,3600.0,54916.0,
3098,그 사람,아이유,2019.11.18,록/메탈,95662,7869.0,154884.0,
3099,미리 메리 크리스마스,아이유,2010.12.09,댄스,170811,,,
3100,샤넬,MC몽,2019.10.25,랩/힙합,44710,522.0,98612.0,
3101,벗,닐로,2019.08.26,발라드,73671,165.0,33667.0,
3102,헤어져줘서 고마워,벤,2019.07.03,발라드,136127,986.0,176919.0,
3103,영화 속에 나오는 주인공처럼,펀치,2019.10.31,"발라드, 국내드라마",69367,382.0,47087.0,
3104,나의 어깨에 기대어요,10cm,2019.07.20,"발라드, 국내드라마",116776,,,
3105,Amanda,염따,2019.12.14,랩/힙합,45960,,,
3106,헤어지자,휘인,2019.09.04,발라드,119743,1980.0,93169.0,
3107,중2병,"염따, 딥플로우, 팔로알토, The Quiett, 사이먼 도미닉",2019.12.24,랩/힙합,32015,,,
3108,주저하는 연인들을 위해,잔나비,2019.03.13,"인디음악, 록/메탈",373697,3658.0,322752.0,
3109,Speechless,Naomi Scott,2019.05.22,"POP, 국외영화",238482,4041.0,638753.0,
3110,꿈속에 너,에이치코드,2016.03.30,"발라드, 인디음악",112229,,,
3111,숨겨진 세상,태연,2019.11.15,"발라드, 애니메이션/웹툰, 키즈, 만화",81928,3675.0,483395.0,
3112,잘 살고 있다,V.O.S,2019.12.02,발라드,39791,225.0,48098.0,
3113,허전해,폴킴,2019.10.07,R&B/Soul,82821,914.0,51721.0,
3114,차가워진 이 바람엔 우리가 써있어(Bad Love),HYNN(박혜원),2019.11.12,발라드,79885,849.0,52961.0,
3115,노을,다비치,2019.12.29,"발라드, 국내드라마",40475,,,
3116,BAND,"창모, Hash Swan, ASH ISLAND, 김효은",2019.06.08,랩/힙합,138680,,,
3117,날 보러 와요,AOA,2019.11.26,댄스,48688,834.0,223387.0,
3118,LION,(여자)아이들,2019.10.25,댄스,112510,,,
3119,Feel Special,TWICE,2019.09.23,댄스,114286,3779.0,784040.0,
3120,unlucky,아이유,2019.11.18,록/메탈,126852,,,
3121,Snowman,Sia,2022.12.30,POP,245661,437.0,36399.0,
3122,Santa Tell Me,Ariana Grande,2014.11.24,POP,231778,1225.0,300496.0,
3123,너에게 못했던 내 마지막 말은,다비치,2019.05.17,발라드,170179,920.0,194876.0,
3124,가을밤 떠난 너,케이시,2019.09.05,발라드,134117,430.0,75672.0,
3125,술이 문제야,"장혜진, 윤민수",2019.06.18,발라드,156135,580.0,209779.0,
3126,이별주,황인욱,2019.11.01,발라드,63059,195.0,34451.0,
3127,시간의 바깥,아이유,2019.11.18,록/메탈,148604,9299.0,434715.0,
3128,첫 겨울이니까,"성시경, 아이유",2019.12.09,발라드,60019,6587.0,153555.0,
3129,Birthday,Anne-Marie,2020.02.07,POP,88551,445.0,49466.0,
3130,Maniac,Conan Gray,2019.10.25,POP,162779,424.0,62083.0,
3131,바빠서,개코,2020.02.25,R&B/Soul,30560,106.0,21683.0,
3132,Moon,방탄소년단,2020.02.21,랩/힙합,163181,,,
3133,Filter,방탄소년단,2020.02.21,랩/힙합,159987,,,
3134,욱,방탄소년단,2020.02.21,랩/힙합,129340,,,
3135,Senorita,"Shawn Mendes, Camila Cabello",2019.08.16,-,12,,,
3136,시차,방탄소년단,2020.02.21,랩/힙합,141842,,,
3137,너의 하루는 좀 어때,거미,2020.01.14,"발라드, 국내드라마",41022,,,
3138,둘만의 세상으로 가,크러쉬,2020.02.09,"발라드, 국내드라마",59117,900.0,91252.0,
3139,소우주,방탄소년단,2019.04.12,R&B/Soul,267679,,,
3140,Paris In The Rain,Lauv,2018.10.08,POP,294096,,,
3141,새 사랑,송하예,2019.10.12,발라드,98835,347.0,96472.0,
3142,봄날,방탄소년단,2017.02.13,랩/힙합,542345,30811.0,1669224.0,
3143,인기,MC몽,2019.10.25,랩/힙합,81788,3040.0,420709.0,
3144,내게 들려주고 싶은 말,태연,2020.01.15,발라드,58351,2699.0,88892.0,
3145,조금 취했어,임재현,2019.09.24,"발라드, 인디음악",127654,239.0,89973.0,
3146,ALL FOR YOU,젝스키스,2020.01.28,R&B/Soul,15169,1946.0,36752.0,
3147,워커홀릭,볼빨간사춘기,2019.09.10,"인디음악, 록/메탈",150425,1915.0,260657.0,
3148,사랑에 연습이 있었다면,임재현,2018.09.25,발라드,226078,399.0,175202.0,
3149,이 번호로 전화해줘,바이브,2019.11.13,발라드,67762,213.0,54316.0,
3150,빌었어,창모,2019.11.29,랩/힙합,142331,,,
3151,Loveship,"폴킴, 청하",2020.01.21,R&B/Soul,42313,1410.0,82505.0,
3152,IDOL,방탄소년단,2018.08.24,랩/힙합,319800,32314.0,1886585.0,
3153,기억해줘요 내 모든 날과 그때를,거미,2019.08.04,"발라드, 국내드라마",160208,,,
3154,마음이 말하는 행복,마크툽,2019.12.30,"R&B/Soul, 인디음악",73161,689.0,48257.0,
3155,Flower,윤미래,2019.12.22,"발라드, 국내드라마",57045,,,
3156,어떤 날엔,김재환,2020.01.19,"발라드, 국내드라마",65586,,,
3157,Show Yourself,"Idina Menzel, Evan Rachel Wood",2019.11.15,"POP, 애니메이션/웹툰, 키즈, 만화",101415,,,
3158,니 소식,송하예,2019.05.11,발라드,202704,630.0,172906.0,
3159,Black Swan,방탄소년단,2020.01.17,랩/힙합,201243,14956.0,274684.0,
3160,사계,태연,2019.03.24,발라드,264027,3931.0,450096.0,
3161,Obsession,EXO,2019.11.27,댄스,122049,8341.0,273485.0,
3162,불티,태연,2019.10.28,댄스,121367,3177.0,320981.0,
3163,있어줘요,장덕철,2019.10.09,"발라드, 인디음악",87017,101.0,54211.0,
3164,십이월 이십오일의 고백,정승환,2019.12.05,발라드,77283,1086.0,58628.0,
3165,나의 오랜 연인에게,다비치,2019.12.03,발라드,89721,,,
3166,그대라는 시,태연,2019.07.21,"발라드, 국내드라마",229388,,,
3167,사랑이 식었다고 말해도 돼,먼데이 키즈,2019.05.27,발라드,128075,428.0,75608.0,
3168,다시 만날까 봐,V.O.S,2019.09.01,발라드,96032,298.0,59414.0,
3169,포장마차,황인욱,2019.06.20,발라드,159795,360.0,123553.0,
3170,헤어진 우리가 지켜야 할 것들,"김나영, 양다일",2019.12.01,발라드,78281,334.0,49294.0,
3171,Into the Unknown,"Idina Menzel, AURORA",2019.11.15,"POP, 애니메이션/웹툰, 키즈, 만화",170456,,,
3172,"다시는 사랑하지 않고, 이별에 아파하기 싫어",백지영,2019.12.22,발라드,75261,249.0,65195.0,
3173,LALALILALA,에이프릴(APRIL),2020.04.22,댄스,85711,864.0,330241.0,
3174,I`m in Trouble,뉴이스트,2020.05.11,댄스,34685,3285.0,34434.0,
3175,Love poem,아이유,2019.11.01,록/메탈,341006,,,
3176,Stay Tonight,청하,2020.04.27,댄스,49120,1296.0,202703.0,
3177,"모든 날, 모든 순간",폴킴,2018.03.20,"발라드, 국내드라마",420148,,,
3178,Happy,태연,2020.05.04,R&B/Soul,97125,2248.0,54962.0,
3179,Lonely Night,권진아,2020.03.13,"발라드, 국내드라마",50766,,,
3180,Oh my god,(여자)아이들,2020.04.06,댄스,80111,3556.0,253469.0,
3181,Ridin`,NCT DREAM,2020.04.29,댄스,103969,6924.0,79388.0,
3182,너를 만나,폴킴,2018.10.29,발라드,318157,2038.0,308238.0,
3183,우리 만남이,폴킴,2020.04.22,R&B/Soul,66947,780.0,37664.0,
3184,친구,방탄소년단,2020.02.21,랩/힙합,185254,,,
3185,벚꽃 엔딩,버스커 버스커,2012.03.29,록/메탈,334664,2275.0,690902.0,
3186,"다시 난, 여기",백예린,2020.01.12,"발라드, 국내드라마",130578,1672.0,115029.0,
3187,To Die For,Sam Smith,2020.02.14,POP,107456,234.0,39397.0,
3188,"사랑, 하자",수호,2020.03.30,록/메탈,93514,5125.0,38173.0,
3189,FIESTA,IZ*ONE,2020.02.17,댄스,142724,8574.0,480215.0,
3190,00:00,방탄소년단,2020.02.21,랩/힙합,188181,,,
3191,아마두,"염따, 딥플로우, 팔로알토, The Quiett, 사이먼 도미닉",2019.12.03,랩/힙합,165139,,,
3192,영웅,NCT 127,2020.03.06,랩/힙합,142232,7652.0,160698.0,
3193,Sweet Night,V,2020.03.13,"발라드, 국내드라마",118695,6486.0,110343.0,
3194,WANNABE,ITZY,2020.03.09,댄스,120813,2838.0,639369.0,
3195,너를 사랑하고 있어,백현,2020.01.07,"발라드, 국내드라마",172510,,,
3196,안녕,폴킴,2019.08.12,"발라드, 국내드라마",214318,,,
3197,늦은 밤 너의 집 앞 골목길에서,노을,2019.11.07,발라드,207581,423.0,151315.0,
3198,시든 꽃에 물을 주듯,HYNN(박혜원),2019.03.31,발라드,218369,1102.0,120700.0,
3199,Square,백예린,2019.12.10,R&B/Soul,274767,,,
3200,오늘도 빛나는 너에게,마크툽,2019.06.09,"R&B/Soul, 인디음악",277517,1111.0,207161.0,
3201,반만,진민호,2019.11.30,발라드,73736,135.0,30361.0,
3202,마음을 드려요,아이유,2020.02.15,"발라드, 국내드라마",244975,,,
3203,돌덩이,하현우,2020.02.07,"록/메탈, 국내드라마",122002,1644.0,299733.0,
3204,bad guy,Billie Eilish,2019.03.29,POP,263602,2916.0,595251.0,
3205,2U,강다니엘,2020.03.24,R&B/Soul,27750,5326.0,67459.0,
3206,그때 그 아인,김필,2020.02.15,"발라드, 국내드라마",141687,665.0,109955.0,
3207,사랑이란 멜로는 없어,전상근,2019.09.08,발라드,137964,310.0,69257.0,
3208,문득,노을,2020.03.12,발라드,35078,159.0,23624.0,
3209,HIP,마마무,2019.11.14,댄스,140453,4302.0,736572.0,
3210,Psycho,레드벨벳(Red Velvet),2019.12.23,댄스,239094,3099.0,150840.0,
3211,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU,2019.09.25,발라드,403714,2042.0,250847.0,
3212,Left & Right,세븐틴,2020.06.22,댄스,108895,7291.0,104368.0,
3213,Into the I-LAND,아이유,2020.06.19,댄스,137751,7208.0,271870.0,
3214,Summer Hate,지코,2020.07.01,랩/힙합,116139,2304.0,477892.0,
3215,마리아,화사(Hwa Sa),2020.06.29,댄스,162238,2931.0,558701.0,
3216,보라빛 밤,선미,2020.06.29,댄스,95680,1130.0,312131.0,
3217,How You Like That,BLACKPINK,2020.06.26,댄스,201349,3521.0,120919.0,
3218,작은 것들을 위한 시,방탄소년단,2019.04.12,댄스,441614,13728.0,398385.0,
